chunk,packetIndex,packetType,packetPayloadStart,packetSize,packetTs,payloadBitOffset,recordHeaderBit,gapBits,maskCount,maskIndices,slot,eid,x_capture,y_capture,z_capture,x_decoded,y_decoded,z_decoded,x_truth,y_truth,z_truth,sigByteInChunk,residual
2,1594,0,634081,183,4551136509,836,791,45,4,0|1|21|25,519,1073742343,29.4406,8.6183,2.1234,29.3992,8.6183,2.1276,29.3992,8.6183,2.1318,634193,8
2,1596,0,634306,182,4551153158,76,37,39,3,0|1|25,512,1073742336,31.7762,15.8154,0.4779,31.7485,15.7876,0.4653,31.7485,15.7876,0.4695,634322,7
2,1596,0,634306,182,4551153158,76,37,39,3,0|1|25,512,1073742336,31.7485,15.7876,0.4695,31.7485,15.7876,0.4653,31.7485,15.7876,0.4695,634322,7
2,1596,0,634306,182,4551153158,197,164,33,2,0|25,513,1073742337,8.6693,5.7840,-1.9400,8.7107,5.7562,-1.9358,8.7107,5.7562,-1.9400,634338,8
2,1596,0,634306,182,4551153158,293,254,39,3,0|1|25,515,1073742339,29.3992,11.1332,-1.5370,29.3439,11.1332,-1.5328,29.3439,11.1332,-1.5370,634346,4
2,1596,0,634306,182,4551153158,420,381,39,3,0|21|25,516,1073742340,15.8971,8.9379,-2.4689,15.9386,8.9379,-2.4731,15.9386,8.9379,-2.4689,634362,4
2,1596,0,634306,182,4551153158,547,502,45,4,0|1|21|25,517,1073742341,7.5222,12.9811,-2.5781,7.5222,13.0088,-2.5907,7.5222,13.0088,-2.5865,634378,4
2,1596,0,634306,182,4551153158,699,660,39,3,0|1|25,518,1073742342,13.4924,6.5898,1.0320,13.5201,6.5620,1.0698,13.5201,6.5620,1.0740,634394,1
2,1596,0,634306,182,4551153158,832,787,45,4,0|1|21|25,519,1073742343,29.3992,8.6183,2.1318,29.3439,8.6183,2.1444,29.3439,8.6183,2.1486,634410,0
2,1598,0,634530,177,4551169719,76,37,39,3,0|1|25,512,1073742336,31.7485,15.7876,0.4695,31.7347,15.7460,0.4653,31.7347,15.7460,0.4695,634546,7
2,1598,0,634530,177,4551169719,76,37,39,3,0|1|25,512,1073742336,31.7347,15.7460,0.4695,31.7347,15.7460,0.4653,31.7347,15.7460,0.4695,634546,7
2,1598,0,634530,177,4551169719,197,164,33,2,0|25,513,1073742337,8.7107,5.7562,-1.9400,8.7522,5.7145,-1.9358,8.7522,5.7145,-1.9400,634562,8
2,1598,0,634530,177,4551169719,293,254,39,3,0|1|25,515,1073742339,29.3439,11.1332,-1.5370,29.2886,11.1332,-1.5328,29.2886,11.1332,-1.5370,634570,4
2,1598,0,634530,177,4551169719,420,381,39,3,0|1|25,516,1073742340,15.9386,8.9379,-2.4689,15.9800,8.9240,-2.4731,15.9800,8.9240,-2.4689,634586,4
2,1598,0,634530,177,4551169719,553,508,45,4,0|1|21|25,517,1073742341,7.5222,13.0088,-2.5865,7.5360,13.0366,-2.5907,7.5360,13.0366,-2.5949,634602,3
2,1598,0,634530,177,4551169719,705,666,39,3,0|1|25,518,1073742342,13.5201,6.5620,1.0740,13.5615,6.5343,1.1033,13.5615,6.5342,1.1075,634626,8
2,1598,0,634530,177,4551169719,838,793,45,4,0|1|21|25,519,1073742343,29.3439,8.6183,2.1486,29.3024,8.6183,2.1612,29.3024,8.6183,2.1570,634642,8
2,1600,0,634749,171,4551186336,146,101,45,4,0|1|21|25,512,1073742336,31.7347,15.7460,0.4695,31.7071,15.7043,0.4485,31.7071,15.7043,0.4527,634773,6
2,1600,0,634749,171,4551186336,146,101,45,4,0|1|21|25,512,1073742336,31.7071,15.7043,0.4527,31.7071,15.7043,0.4485,31.7071,15.7043,0.4527,634773,6
2,1600,0,634749,171,4551186336,292,259,33,2,0|25,513,1073742337,8.7522,5.7145,-1.9400,8.7937,5.6867,-1.9358,8.7936,5.6867,-1.9400,634789,4
2,1600,0,634749,171,4551186336,388,349,39,3,0|1|25,515,1073742339,29.2886,11.1332,-1.5370,29.2333,11.1332,-1.5328,29.2333,11.1332,-1.5370,634805,8
2,1600,0,634749,171,4551186336,509,476,33,2,0|25,516,1073742340,15.9800,8.9240,-2.4689,16.0215,8.9240,-2.4731,16.0215,8.9240,-2.4689,634813,1
2,1600,0,634749,171,4551186336,605,566,39,3,0|1|25,517,1073742341,7.5360,13.0366,-2.5949,7.5360,13.0644,-2.5907,7.5360,13.0644,-2.5949,634829,5
2,1600,0,634749,171,4551186336,732,693,39,3,0|1|25,518,1073742342,13.5615,6.5342,1.1075,13.5892,6.5065,1.1369,13.5892,6.5065,1.1411,634845,5
2,1600,0,634749,171,4551186336,865,820,45,4,0|1|21|25,519,1073742343,29.3024,8.6183,2.1570,29.2471,8.6183,2.1612,29.2471,8.6183,2.1654,634861,4
2,1602,0,634962,176,4551203771,100,61,39,3,0|1|25,512,1073742336,31.7071,15.7043,0.4527,31.6933,15.6626,0.4485,31.6933,15.6626,0.4443,634978,4
2,1602,0,634962,176,4551203771,100,61,39,3,0|1|25,512,1073742336,31.6933,15.6626,0.4443,31.6933,15.6626,0.4485,31.6933,15.6626,0.4443,634978,4
2,1602,0,634962,176,4551203771,221,188,33,2,0|25,513,1073742337,8.7936,5.6867,-1.9400,8.8351,5.6450,-1.9358,8.8351,5.6450,-1.9400,634994,5
2,1602,0,634962,176,4551203771,317,278,39,3,0|1|25,515,1073742339,29.2333,11.1332,-1.5370,29.1919,11.1471,-1.5328,29.1919,11.1471,-1.5370,635002,1
2,1602,0,634962,176,4551203771,444,405,39,3,0|21|25,516,1073742340,16.0215,8.9240,-2.4689,16.0629,8.9240,-2.4731,16.0629,8.9240,-2.4689,635018,1
2,1602,0,634962,176,4551203771,565,526,39,3,0|1|25,517,1073742341,7.5360,13.0644,-2.5949,7.5499,13.0922,-2.6075,7.5499,13.0922,-2.6033,635034,2
2,1602,0,634962,176,4551203771,692,653,39,3,0|1|25,518,1073742342,13.5892,6.5065,1.1411,13.6168,6.4787,1.1705,13.6168,6.4787,1.1663,635050,2
2,1602,0,634962,176,4551203771,825,780,45,4,0|1|21|25,519,1073742343,29.2471,8.6183,2.1654,29.2057,8.6183,2.1780,29.2057,8.6183,2.1738,635066,1
2,1604,0,635180,171,4551220939,76,37,39,3,0|1|25,512,1073742336,31.6933,15.6626,0.4443,31.6656,15.6209,0.4317,31.6656,15.6209,0.4275,635196,7
2,1604,0,635180,171,4551220939,76,37,39,3,0|1|25,512,1073742336,31.6656,15.6209,0.4275,31.6656,15.6209,0.4317,31.6656,15.6209,0.4275,635196,7
2,1604,0,635180,171,4551220939,203,164,39,3,0|21|25,513,1073742337,8.8351,5.6450,-1.9400,8.8766,5.6172,-1.9358,8.8766,5.6172,-1.9400,635212,7
2,1604,0,635180,171,4551220939,324,285,39,3,0|1|25,515,1073742339,29.1919,11.1471,-1.5370,29.1366,11.1471,-1.5328,29.1366,11.1471,-1.5370,635228,8
2,1604,0,635180,171,4551220939,451,412,39,3,0|1|25,516,1073742340,16.0629,8.9240,-2.4689,16.1044,8.9101,-2.4731,16.1044,8.9101,-2.4689,635244,8
2,1604,0,635180,171,4551220939,578,539,39,3,0|1|25,517,1073742341,7.5499,13.0922,-2.6033,7.5775,13.1061,-2.6075,7.5775,13.1061,-2.6033,635260,8
2,1604,0,635180,171,4551220939,705,666,39,3,0|1|25,518,1073742342,13.6168,6.4787,1.1663,13.6583,6.4648,1.2041,13.6583,6.4648,1.1999,635276,8
2,1604,0,635180,171,4551220939,838,793,45,4,0|1|21|25,519,1073742343,29.2057,8.6183,2.1738,29.1642,8.6183,2.1780,29.1642,8.6183,2.1738,635292,8
2,1606,0,635393,175,4551237075,76,37,39,3,0|1|25,512,1073742336,31.6656,15.6209,0.4275,31.6518,15.5792,0.4149,31.6518,15.5792,0.4107,635409,7
2,1606,0,635393,175,4551237075,76,37,39,3,0|1|25,512,1073742336,31.6518,15.5792,0.4107,31.6518,15.5792,0.4149,31.6518,15.5792,0.4107,635409,7
2,1606,0,635393,175,4551237075,203,164,39,3,0|21|25,513,1073742337,8.8766,5.6172,-1.9400,8.9180,5.5756,-1.9358,8.9180,5.5756,-1.9400,635425,7
2,1606,0,635393,175,4551237075,324,285,39,3,0|1|25,515,1073742339,29.1366,11.1471,-1.5370,29.0813,11.1471,-1.5328,29.0813,11.1471,-1.5370,635441,8
2,1606,0,635393,175,4551237075,457,412,45,4,0|1|21|25,516,1073742340,16.1044,8.9101,-2.4689,16.1459,8.9101,-2.4563,16.1458,8.9101,-2.4605,635457,7
2,1606,0,635393,175,4551237075,615,570,45,4,0|1|21|25,517,1073742341,7.5775,13.1061,-2.6033,7.5913,13.1339,-2.6075,7.5913,13.1339,-2.6033,635473,4
2,1606,0,635393,175,4551237075,767,728,39,3,0|1|25,518,1073742342,13.6583,6.4648,1.1999,13.6859,6.4370,1.2209,13.6859,6.4370,1.2251,635489,1
2,1606,0,635393,175,4551237075,900,855,45,4,0|1|21|25,519,1073742343,29.1642,8.6183,2.1738,29.1089,8.6183,2.1780,29.1089,8.6183,2.1822,635513,8
2,1608,0,635610,184,4551253279,145,106,39,3,0|1|25,512,1073742336,31.6518,15.5792,0.4107,31.6242,15.5376,0.4149,31.6242,15.5375,0.4107,635634,6
2,1608,0,635610,184,4551253279,145,106,39,3,0|1|25,512,1073742336,31.6242,15.5375,0.4107,31.6242,15.5376,0.4149,31.6242,15.5375,0.4107,635634,6
2,1608,0,635610,184,4551253279,272,233,39,3,0|21|25,513,1073742337,8.9180,5.5756,-1.9400,8.9595,5.5478,-1.9358,8.9595,5.5478,-1.9400,635650,6
2,1608,0,635610,184,4551253279,393,354,39,3,0|1|25,515,1073742339,29.0813,11.1471,-1.5370,29.0398,11.1471,-1.5328,29.0398,11.1471,-1.5370,635666,7
2,1608,0,635610,184,4551253279,526,481,45,4,0|1|21|25,516,1073742340,16.1458,8.9101,-2.4605,16.1873,8.8962,-2.4563,16.1873,8.8962,-2.4605,635682,7
2,1608,0,635610,184,4551253279,684,639,45,4,0|1|21|25,517,1073742341,7.5913,13.1339,-2.6033,7.6190,13.1617,-2.6075,7.6190,13.1617,-2.6117,635698,3
2,1608,0,635610,184,4551253279,836,797,39,3,0|1|25,518,1073742342,13.6859,6.4370,1.2251,13.7274,6.4092,1.2545,13.7274,6.4092,1.2503,635722,8
2,1608,0,635610,184,4551253279,969,924,45,4,0|1|21|25,519,1073742343,29.1089,8.6183,2.1822,29.0675,8.6322,2.1780,29.0675,8.6322,2.1822,635738,7
2,1610,0,635836,170,4551269968,76,37,39,3,0|1|25,512,1073742336,31.6242,15.5375,0.4107,31.6103,15.4959,0.4149,31.6103,15.4959,0.4107,635852,7
2,1610,0,635836,170,4551269968,76,37,39,3,0|1|25,512,1073742336,31.6103,15.4959,0.4107,31.6103,15.4959,0.4149,31.6103,15.4959,0.4107,635852,7
2,1610,0,635836,170,4551269968,203,164,39,3,0|21|25,513,1073742337,8.9595,5.5478,-1.9400,9.0010,5.5061,-1.9358,9.0010,5.5061,-1.9400,635868,7
2,1610,0,635836,170,4551269968,324,285,39,3,0|1|25,515,1073742339,29.0398,11.1471,-1.5370,28.9846,11.1471,-1.5328,28.9846,11.1471,-1.5370,635884,8
2,1610,0,635836,170,4551269968,457,412,45,4,0|1|21|25,516,1073742340,16.1873,8.8962,-2.4605,16.2288,8.8823,-2.4563,16.2288,8.8823,-2.4605,635900,7
2,1610,0,635836,170,4551269968,609,570,39,3,0|1|25,517,1073742341,7.6190,13.1617,-2.6117,7.6328,13.1756,-2.6075,7.6328,13.1756,-2.6117,635916,4
2,1610,0,635836,170,4551269968,736,697,39,3,0|1|25,518,1073742342,13.7274,6.4092,1.2503,13.7550,6.3953,1.2712,13.7550,6.3953,1.2754,635932,4
2,1610,0,635836,170,4551269968,863,824,39,3,0|1|25,519,1073742343,29.0675,8.6322,2.1822,29.0260,8.6322,2.1947,29.0260,8.6322,2.1905,635948,5
2,1612,0,636048,174,4551286575,76,37,39,3,0|1|25,512,1073742336,31.6103,15.4959,0.4107,31.5827,15.4542,0.4149,31.5827,15.4542,0.4107,636064,7
2,1612,0,636048,174,4551286575,76,37,39,3,0|1|25,512,1073742336,31.5827,15.4542,0.4107,31.5827,15.4542,0.4149,31.5827,15.4542,0.4107,636064,7
2,1612,0,636048,174,4551286575,203,164,39,3,0|21|25,513,1073742337,9.0010,5.5061,-1.9400,9.0424,5.4783,-1.9358,9.0424,5.4783,-1.9400,636080,7
2,1612,0,636048,174,4551286575,324,285,39,3,0|1|25,515,1073742339,28.9846,11.1471,-1.5370,28.9431,11.1471,-1.5328,28.9431,11.1471,-1.5370,636096,8
2,1612,0,636048,174,4551286575,457,412,45,4,0|1|21|25,516,1073742340,16.2288,8.8823,-2.4605,16.2564,8.8684,-2.4563,16.2564,8.8684,-2.4605,636112,7
2,1612,0,636048,174,4551286575,615,570,45,4,0|1|21|25,517,1073742341,7.6328,13.1756,-2.6117,7.6604,13.2034,-2.6075,7.6604,13.2034,-2.6117,636128,4
2,1612,0,636048,174,4551286575,767,728,39,3,0|1|25,518,1073742342,13.7550,6.3953,1.2754,13.7826,6.3675,1.3048,13.7826,6.3675,1.3006,636144,1
2,1612,0,636048,174,4551286575,894,855,39,3,0|1|25,519,1073742343,29.0260,8.6322,2.1905,28.9707,8.6322,2.1780,28.9707,8.6322,2.1822,636160,1
2,1614,0,636264,216,4551303560,431,392,39,3,0|1|25,512,1073742336,31.5827,15.4542,0.4107,31.5689,15.4125,0.3981,31.5689,15.4125,0.4023,636320,3
2,1614,0,636264,216,4551303560,431,392,39,3,0|1|25,512,1073742336,31.5689,15.4125,0.4023,31.5689,15.4125,0.3981,31.5689,15.4125,0.4023,636320,3
2,1614,0,636264,216,4551303560,558,519,39,3,0|21|25,513,1073742337,9.0424,5.4783,-1.9400,9.0839,5.4505,-1.9358,9.0839,5.4505,-1.9400,636336,3
2,1614,0,636264,216,4551303560,685,640,45,4,0|1|21|25,515,1073742339,28.9431,11.1471,-1.5370,28.9016,11.1609,-1.5328,28.9016,11.1609,-1.5370,636352,3
2,1614,0,636264,216,4551303560,843,798,45,4,0|1|21|25,516,1073742340,16.2564,8.8684,-2.4605,16.2979,8.8407,-2.4563,16.2979,8.8406,-2.4605,636376,7
2,1614,0,636264,216,4551303560,995,956,39,3,0|1|25,517,1073742341,7.6604,13.2034,-2.6117,7.6881,13.2173,-2.6075,7.6881,13.2173,-2.6117,636392,4
2,1614,0,636264,216,4551303560,1122,1083,39,3,0|1|25,518,1073742342,13.7826,6.3675,1.3006,13.8241,6.3536,1.3216,13.8241,6.3536,1.3174,636408,4
2,1614,0,636264,216,4551303560,1249,1210,39,3,0|1|25,519,1073742343,28.9707,8.6322,2.1822,28.9293,8.6322,2.1780,28.9293,8.6322,2.1822,636424,4
2,1616,0,636522,183,4551320273,146,101,45,4,0|1|21|25,512,1073742336,31.5689,15.4125,0.4023,31.5412,15.3708,0.3813,31.5412,15.3708,0.3855,636546,6
2,1616,0,636522,183,4551320273,146,101,45,4,0|1|21|25,512,1073742336,31.5412,15.3708,0.3855,31.5412,15.3708,0.3813,31.5412,15.3708,0.3855,636546,6
2,1616,0,636522,183,4551320273,298,259,39,3,0|21|25,513,1073742337,9.0839,5.4505,-1.9400,9.1253,5.4088,-1.9358,9.1253,5.4088,-1.9400,636562,3
2,1616,0,636522,183,4551320273,425,380,45,4,0|1|21|25,515,1073742339,28.9016,11.1609,-1.5370,28.8602,11.1609,-1.5328,28.8602,11.1609,-1.5370,636578,3
2,1616,0,636522,183,4551320273,583,538,45,4,0|1|21|25,516,1073742340,16.2979,8.8406,-2.4605,16.3255,8.8268,-2.4563,16.3255,8.8268,-2.4605,636602,8
2,1616,0,636522,183,4551320273,735,696,39,3,0|1|25,517,1073742341,7.6881,13.2173,-2.6117,7.7157,13.2450,-2.6075,7.7157,13.2450,-2.6117,636618,5
2,1616,0,636522,183,4551320273,862,823,39,3,0|1|25,518,1073742342,13.8241,6.3536,1.3174,13.8656,6.3258,1.3384,13.8656,6.3258,1.3426,636634,5
2,1616,0,636522,183,4551320273,989,950,39,3,0|1|25,519,1073742343,28.9293,8.6322,2.1822,28.8878,8.6183,2.1780,28.8878,8.6183,2.1822,636650,5
2,1618,0,636747,175,4551336726,117,72,45,4,0|1|21|25,512,1073742336,31.5412,15.3708,0.3855,31.5274,15.3291,0.3645,31.5274,15.3291,0.3687,636763,2
2,1618,0,636747,175,4551336726,117,72,45,4,0|1|21|25,512,1073742336,31.5274,15.3291,0.3687,31.5274,15.3291,0.3645,31.5274,15.3291,0.3687,636763,2
2,1618,0,636747,175,4551336726,269,230,39,3,0|21|25,513,1073742337,9.1253,5.4088,-1.9400,9.1668,5.3811,-1.9358,9.1668,5.3810,-1.9400,636787,7
2,1618,0,636747,175,4551336726,396,351,45,4,0|1|21|25,515,1073742339,28.8602,11.1609,-1.5370,28.8187,11.1609,-1.5328,28.8187,11.1609,-1.5370,636803,7
2,1618,0,636747,175,4551336726,554,509,45,4,0|1|21|25,516,1073742340,16.3255,8.8268,-2.4605,16.3532,8.7990,-2.4563,16.3531,8.7990,-2.4605,636819,3
2,1618,0,636747,175,4551336726,700,667,33,2,0|25,517,1073742341,7.7157,13.2450,-2.6117,7.7295,13.2589,-2.6075,7.7295,13.2589,-2.6117,636835,1
2,1618,0,636747,175,4551336726,796,757,39,3,0|1|25,518,1073742342,13.8656,6.3258,1.3426,13.9070,6.3119,1.3552,13.9070,6.3119,1.3594,636851,5
2,1618,0,636747,175,4551336726,923,884,39,3,0|1|25,519,1073742343,28.8878,8.6183,2.1822,28.8325,8.6183,2.1780,28.8325,8.6183,2.1738,636867,5
2,1620,0,636964,167,4551353792,82,37,45,4,0|1|21|25,512,1073742336,31.5274,15.3291,0.3687,31.4998,15.2875,0.3477,31.4998,15.2875,0.3519,636980,6
2,1620,0,636964,167,4551353792,82,37,45,4,0|1|21|25,512,1073742336,31.4998,15.2875,0.3519,31.4998,15.2875,0.3477,31.4998,15.2875,0.3519,636980,6
2,1620,0,636964,167,4551353792,228,195,33,2,0|25,513,1073742337,9.1668,5.3810,-1.9400,9.2083,5.3394,-1.9358,9.2083,5.3394,-1.9400,636996,4
2,1620,0,636964,167,4551353792,330,285,45,4,0|1|21|25,515,1073742339,28.8187,11.1609,-1.5370,28.7773,11.1609,-1.5328,28.7773,11.1609,-1.5370,637012,7
2,1620,0,636964,167,4551353792,488,443,45,4,0|1|21|25,516,1073742340,16.3531,8.7990,-2.4605,16.3808,8.7851,-2.4563,16.3808,8.7851,-2.4605,637028,3
2,1620,0,636964,167,4551353792,634,601,33,2,0|25,517,1073742341,7.7295,13.2589,-2.6117,7.7572,13.2867,-2.6075,7.7572,13.2867,-2.6117,637044,1
2,1620,0,636964,167,4551353792,730,691,39,3,0|1|25,518,1073742342,13.9070,6.3119,1.3594,13.9347,6.2842,1.3720,13.9347,6.2842,1.3762,637060,5
2,1620,0,636964,167,4551353792,857,818,39,3,0|1|25,519,1073742343,28.8325,8.6183,2.1738,28.7911,8.6183,2.1612,28.7911,8.6183,2.1654,637076,5
2,1622,0,637173,167,4551370583,117,72,45,4,0|1|21|25,512,1073742336,31.4998,15.2875,0.3519,31.4721,15.2458,0.3310,31.4721,15.2458,0.3268,637189,2
2,1622,0,637173,167,4551370583,117,72,45,4,0|1|21|25,512,1073742336,31.4721,15.2458,0.3268,31.4721,15.2458,0.3310,31.4721,15.2458,0.3268,637189,2
2,1622,0,637173,167,4551370583,263,230,33,2,0|25,513,1073742337,9.2083,5.3394,-1.9400,9.2497,5.3116,-1.9358,9.2497,5.3116,-1.9400,637213,8
2,1622,0,637173,167,4551370583,365,320,45,4,0|1|21|25,515,1073742339,28.7773,11.1609,-1.5370,28.7496,11.1609,-1.5328,28.7496,11.1609,-1.5370,637221,3
2,1622,0,637173,167,4551370583,517,478,39,3,0|21|25,516,1073742340,16.3808,8.7851,-2.4605,16.4222,8.7573,-2.4563,16.4222,8.7573,-2.4605,637245,8
2,1622,0,637173,167,4551370583,632,599,33,2,0|25,517,1073742341,7.7572,13.2867,-2.6117,7.7848,13.3145,-2.6075,7.7848,13.3145,-2.6117,637253,1
2,1622,0,637173,167,4551370583,728,689,39,3,0|1|25,518,1073742342,13.9347,6.2842,1.3762,13.9761,6.2703,1.3888,13.9761,6.2703,1.3930,637269,5
2,1622,0,637173,167,4551370583,855,816,39,3,0|1|25,519,1073742343,28.7911,8.6183,2.1654,28.7496,8.6183,2.1612,28.7496,8.6183,2.1570,637285,6
2,1624,0,637382,167,4551386828,82,37,45,4,0|1|21|25,512,1073742336,31.4721,15.2458,0.3268,31.4583,15.1902,0.2974,31.4583,15.1902,0.3016,637398,6
2,1624,0,637382,167,4551386828,82,37,45,4,0|1|21|25,512,1073742336,31.4583,15.1902,0.3016,31.4583,15.1902,0.2974,31.4583,15.1902,0.3016,637398,6
2,1624,0,637382,167,4551386828,228,195,33,2,0|25,513,1073742337,9.2497,5.3116,-1.9400,9.2912,5.2699,-1.9358,9.2912,5.2699,-1.9400,637414,4
2,1624,0,637382,167,4551386828,330,285,45,4,0|1|21|25,515,1073742339,28.7496,11.1609,-1.5370,28.7082,11.1609,-1.5496,28.7082,11.1609,-1.5454,637430,7
2,1624,0,637382,167,4551386828,488,443,45,4,0|1|21|25,516,1073742340,16.4222,8.7573,-2.4605,16.4499,8.7434,-2.4563,16.4499,8.7434,-2.4605,637446,3
2,1624,0,637382,167,4551386828,634,601,33,2,0|25,517,1073742341,7.7848,13.3145,-2.6117,7.8124,13.3284,-2.6075,7.8124,13.3284,-2.6117,637462,1
2,1624,0,637382,167,4551386828,730,691,39,3,0|1|25,518,1073742342,13.9761,6.2703,1.3930,14.0176,6.2425,1.4056,14.0176,6.2425,1.4098,637478,5
2,1624,0,637382,167,4551386828,857,818,39,3,0|1|25,519,1073742343,28.7496,8.6183,2.1570,28.6943,8.6183,2.1444,28.6943,8.6183,2.1486,637494,5
2,1626,0,637591,167,4551403665,82,37,45,4,0|1|21|25,512,1073742336,31.4583,15.1902,0.3016,31.4445,15.1485,0.2638,31.4445,15.1485,0.2680,637607,6
2,1626,0,637591,167,4551403665,82,37,45,4,0|1|21|25,512,1073742336,31.4445,15.1485,0.2680,31.4445,15.1485,0.2638,31.4445,15.1485,0.2680,637607,6
2,1626,0,637591,167,4551403665,228,195,33,2,0|25,513,1073742337,9.2912,5.2699,-1.9400,9.3326,5.2421,-1.9358,9.3326,5.2421,-1.9400,637623,4
2,1626,0,637591,167,4551403665,330,285,45,4,0|1|21|25,515,1073742339,28.7082,11.1609,-1.5454,28.6805,11.1609,-1.5496,28.6805,11.1609,-1.5454,637639,7
2,1626,0,637591,167,4551403665,488,443,45,4,0|1|21|25,516,1073742340,16.4499,8.7434,-2.4605,16.4913,8.7156,-2.4563,16.4913,8.7156,-2.4605,637655,3
2,1626,0,637591,167,4551403665,634,601,33,2,0|25,517,1073742341,7.8124,13.3284,-2.6117,7.8401,13.3562,-2.6075,7.8401,13.3562,-2.6117,637671,1
2,1626,0,637591,167,4551403665,730,691,39,3,0|1|25,518,1073742342,14.0176,6.2425,1.4098,14.0452,6.2286,1.4224,14.0452,6.2286,1.4266,637687,5
2,1626,0,637591,167,4551403665,857,818,39,3,0|1|25,519,1073742343,28.6943,8.6183,2.1486,28.6529,8.6183,2.1444,28.6529,8.6183,2.1402,637703,5
2,1628,0,637800,167,4551420569,82,37,45,4,0|1|21|25,512,1073742336,31.4445,15.1485,0.2680,31.4307,15.1068,0.2302,31.4307,15.1068,0.2344,637816,6
2,1628,0,637800,167,4551420569,82,37,45,4,0|1|21|25,512,1073742336,31.4307,15.1068,0.2344,31.4307,15.1068,0.2302,31.4307,15.1068,0.2344,637816,6
2,1628,0,637800,167,4551420569,228,195,33,2,0|25,513,1073742337,9.3326,5.2421,-1.9400,9.3741,5.2004,-1.9358,9.3741,5.2004,-1.9400,637832,4
2,1628,0,637800,167,4551420569,324,285,39,3,0|1|25,515,1073742339,28.6805,11.1609,-1.5454,28.6529,11.1609,-1.5496,28.6529,11.1609,-1.5454,637848,8
2,1628,0,637800,167,4551420569,457,412,45,4,0|1|21|25,516,1073742340,16.4913,8.7156,-2.4605,16.5190,8.7156,-2.4563,16.5190,8.7156,-2.4605,637864,7
2,1628,0,637800,167,4551420569,609,570,39,3,0|21|25,517,1073742341,7.8401,13.3562,-2.6117,7.8677,13.3701,-2.6075,7.8677,13.3701,-2.6117,637880,4
2,1628,0,637800,167,4551420569,730,691,39,3,0|1|25,518,1073742342,14.0452,6.2286,1.4266,14.0867,6.2147,1.4392,14.0867,6.2147,1.4350,637896,5
2,1628,0,637800,167,4551420569,857,818,39,3,0|1|25,519,1073742343,28.6529,8.6183,2.1402,28.6114,8.6045,2.1276,28.6114,8.6045,2.1234,637912,5
2,1630,0,638009,173,4551436939,82,37,45,4,0|1|21|25,512,1073742336,31.4307,15.1068,0.2344,31.4169,15.0652,0.1966,31.4169,15.0652,0.2008,638025,6
2,1630,0,638009,173,4551436939,82,37,45,4,0|1|21|25,512,1073742336,31.4169,15.0652,0.2008,31.4169,15.0652,0.1966,31.4169,15.0652,0.2008,638025,6
2,1630,0,638009,173,4551436939,228,195,33,2,0|25,513,1073742337,9.3741,5.2004,-1.9400,9.4155,5.1726,-1.9358,9.4155,5.1726,-1.9400,638041,4
2,1630,0,638009,173,4551436939,336,285,51,5,0|1|21|25|28,515,1073742339,28.6529,11.1609,-1.5454,28.6391,11.1609,-1.5496,28.6391,11.1609,-1.5454,638057,6
2,1630,0,638009,173,4551436939,504,459,45,4,0|1|21|25,516,1073742340,16.5190,8.7156,-2.4605,16.5604,8.7017,-2.4563,16.5604,8.7017,-2.4605,638073,1
2,1630,0,638009,173,4551436939,656,617,39,3,0|21|25,517,1073742341,7.8677,13.3701,-2.6117,7.8954,13.3979,-2.6075,7.8954,13.3979,-2.6117,638097,6
2,1630,0,638009,173,4551436939,777,738,39,3,0|1|25,518,1073742342,14.0867,6.2147,1.4350,14.1281,6.2008,1.4392,14.1281,6.2008,1.4434,638113,7
2,1630,0,638009,173,4551436939,904,865,39,3,0|1|25,519,1073742343,28.6114,8.6045,2.1234,28.5561,8.6045,2.1108,28.5561,8.6045,2.1066,638129,7
2,1632,0,638224,178,4551453671,82,37,45,4,0|1|21|25,512,1073742336,31.4169,15.0652,0.2008,31.4169,15.0096,0.1630,31.4169,15.0096,0.1588,638240,6
2,1632,0,638224,178,4551453671,82,37,45,4,0|1|21|25,512,1073742336,31.4169,15.0096,0.1588,31.4169,15.0096,0.1630,31.4169,15.0096,0.1588,638240,6
2,1632,0,638224,178,4551453671,228,195,33,2,0|25,513,1073742337,9.4155,5.1726,-1.9400,9.4570,5.1310,-1.9358,9.4570,5.1310,-1.9400,638256,4
2,1632,0,638224,178,4551453671,342,285,57,6,0|1|21|25|57|59,515,1073742339,28.6391,11.1609,-1.5454,28.6114,11.1609,-1.5496,28.6114,11.1609,-1.5454,638272,6
2,1632,0,638224,178,4551453671,507,462,45,4,0|1|21|25,516,1073742340,16.5604,8.7017,-2.4605,16.6019,8.7017,-2.4563,16.6019,8.7017,-2.4605,638288,1
2,1632,0,638224,178,4551453671,665,620,45,4,0|1|21|25,517,1073742341,7.8954,13.3979,-2.6117,7.9230,13.4118,-2.6075,7.9230,13.4118,-2.6117,638312,5
2,1632,0,638224,178,4551453671,817,778,39,3,0|1|25,518,1073742342,14.1281,6.2008,1.4434,14.1696,6.1730,1.4559,14.1696,6.1730,1.4517,638328,2
2,1632,0,638224,178,4551453671,944,905,39,3,0|1|25,519,1073742343,28.5561,8.6045,2.1066,28.5147,8.5906,2.0940,28.5147,8.5906,2.0898,638344,2
