chunk,packetIndex,packetType,packetPayloadStart,packetSize,packetTs,payloadBitOffset,recordHeaderBit,gapBits,maskCount,maskIndices,slot,eid,x_capture,y_capture,z_capture,x_decoded,y_decoded,z_decoded,x_truth,y_truth,z_truth,sigByteInChunk,residual
2,1634,0,638444,174,4551470300,82,37,45,4,0|1|21|25,512,1073742336,31.4169,15.0096,0.1588,31.4030,14.9679,0.1127,31.4030,14.9679,0.1169,638460,6
2,1634,0,638444,174,4551470300,82,37,45,4,0|1|21|25,512,1073742336,31.4030,14.9679,0.1169,31.4030,14.9679,0.1127,31.4030,14.9679,0.1169,638460,6
2,1634,0,638444,174,4551470300,228,195,33,2,0|25,513,1073742337,9.4570,5.1310,-1.9400,9.4985,5.1032,-1.9358,9.4985,5.1032,-1.9400,638476,4
2,1634,0,638444,174,4551470300,336,285,51,5,0|1|21|25|28,515,1073742339,28.6114,11.1609,-1.5454,28.5838,11.1609,-1.5496,28.5838,11.1609,-1.5454,638492,6
2,1634,0,638444,174,4551470300,529,484,45,4,0|1|21|25,516,1073742340,16.6019,8.7017,-2.4605,16.6434,8.6878,-2.4563,16.6434,8.6878,-2.4605,638516,6
2,1634,0,638444,174,4551470300,675,642,33,2,0|25,517,1073742341,7.9230,13.4118,-2.6117,7.9368,13.4257,-2.6075,7.9368,13.4257,-2.6117,638532,4
2,1634,0,638444,174,4551470300,771,732,39,3,0|1|25,518,1073742342,14.1696,6.1730,1.4517,14.2111,6.1591,1.4559,14.2111,6.1591,1.4601,638548,8
2,1634,0,638444,174,4551470300,898,859,39,3,0|1|25,519,1073742343,28.5147,8.5906,2.0898,28.4594,8.5906,2.0772,28.4594,8.5906,2.0730,638564,8
2,1636,0,638660,170,4551487082,76,37,39,3,0|1|25,512,1073742336,31.4030,14.9679,0.1169,31.3892,14.9262,0.0623,31.3892,14.9262,0.0665,638676,7
2,1636,0,638660,170,4551487082,76,37,39,3,0|1|25,512,1073742336,31.3892,14.9262,0.0665,31.3892,14.9262,0.0623,31.3892,14.9262,0.0665,638676,7
2,1636,0,638660,170,4551487082,197,164,33,2,0|25,513,1073742337,9.4985,5.1032,-1.9400,9.5399,5.0615,-1.9358,9.5399,5.0615,-1.9400,638692,8
2,1636,0,638660,170,4551487082,293,254,39,3,0|1|25,515,1073742339,28.5838,11.1609,-1.5454,28.5700,11.1609,-1.5496,28.5700,11.1609,-1.5454,638700,4
2,1636,0,638660,170,4551487082,426,381,45,4,0|1|21|25,516,1073742340,16.6434,8.6878,-2.4605,16.6848,8.6878,-2.4563,16.6848,8.6878,-2.4605,638716,3
2,1636,0,638660,170,4551487082,584,539,45,4,0|1|21|25,517,1073742341,7.9368,13.4257,-2.6117,7.9645,13.4535,-2.6075,7.9645,13.4534,-2.6117,638740,7
2,1636,0,638660,170,4551487082,736,697,39,3,0|1|25,518,1073742342,14.2111,6.1591,1.4601,14.2387,6.1452,1.4727,14.2387,6.1452,1.4685,638756,4
2,1636,0,638660,170,4551487082,863,824,39,3,0|1|25,519,1073742343,28.4594,8.5906,2.0730,28.4179,8.5767,2.0604,28.4179,8.5767,2.0562,638772,5
2,1638,0,638872,176,4551503841,82,37,45,4,0|1|21|25,512,1073742336,31.3892,14.9262,0.0665,31.3892,14.8706,0.0455,31.3892,14.8706,0.0497,638888,6
2,1638,0,638872,176,4551503841,82,37,45,4,0|1|21|25,512,1073742336,31.3892,14.8706,0.0497,31.3892,14.8706,0.0455,31.3892,14.8706,0.0497,638888,6
2,1638,0,638872,176,4551503841,234,195,39,3,0|1|25,513,1073742337,9.5399,5.0615,-1.9400,9.5814,5.0337,-1.9358,9.5814,5.0337,-1.9400,638904,3
2,1638,0,638872,176,4551503841,361,322,39,3,0|1|25,515,1073742339,28.5700,11.1609,-1.5454,28.5423,11.1471,-1.5496,28.5423,11.1471,-1.5454,638920,3
2,1638,0,638872,176,4551503841,494,449,45,4,0|1|21|25,516,1073742340,16.6848,8.6878,-2.4605,16.7263,8.6739,-2.4563,16.7263,8.6739,-2.4605,638936,3
2,1638,0,638872,176,4551503841,652,607,45,4,0|1|21|25,517,1073742341,7.9645,13.4534,-2.6117,7.9783,13.4535,-2.6075,7.9783,13.4534,-2.6117,638960,7
2,1638,0,638872,176,4551503841,804,765,39,3,0|1|25,518,1073742342,14.2387,6.1452,1.4685,14.2663,6.1313,1.4727,14.2663,6.1313,1.4685,638976,4
2,1638,0,638872,176,4551503841,931,892,39,3,0|1|25,519,1073742343,28.4179,8.5767,2.0562,28.3765,8.5767,2.0436,28.3765,8.5767,2.0394,638992,4
2,1640,0,639090,171,4551520357,82,37,45,4,0|1|21|25,512,1073742336,31.3892,14.8706,0.0497,31.3754,14.8151,0.0623,31.3754,14.8151,0.0581,639106,6
2,1640,0,639090,171,4551520357,82,37,45,4,0|1|21|25,512,1073742336,31.3754,14.8151,0.0581,31.3754,14.8151,0.0623,31.3754,14.8151,0.0581,639106,6
2,1640,0,639090,171,4551520357,228,195,33,2,0|25,513,1073742337,9.5814,5.0337,-1.9400,9.6228,4.9920,-1.9358,9.6228,4.9920,-1.9400,639122,4
2,1640,0,639090,171,4551520357,324,285,39,3,0|1|25,515,1073742339,28.5423,11.1471,-1.5454,28.5147,11.1471,-1.5496,28.5147,11.1471,-1.5454,639138,8
2,1640,0,639090,171,4551520357,457,412,45,4,0|1|21|25,516,1073742340,16.7263,8.6739,-2.4605,16.7677,8.6739,-2.4563,16.7677,8.6739,-2.4605,639154,7
2,1640,0,639090,171,4551520357,615,570,45,4,0|1|21|25,517,1073742341,7.9783,13.4534,-2.6117,8.0059,13.4535,-2.6075,8.0059,13.4534,-2.6033,639170,4
2,1640,0,639090,171,4551520357,767,728,39,3,0|1|25,518,1073742342,14.2663,6.1313,1.4685,14.3078,6.1174,1.4727,14.3078,6.1174,1.4769,639186,1
2,1640,0,639090,171,4551520357,894,855,39,3,0|1|25,519,1073742343,28.3765,8.5767,2.0394,28.3212,8.5628,2.0100,28.3212,8.5628,2.0142,639202,1
2,1642,0,639303,171,4551537029,82,37,45,4,0|1|21|25,512,1073742336,31.3754,14.8151,0.0581,31.3754,14.7734,0.0623,31.3754,14.7734,0.0581,639319,6
2,1642,0,639303,171,4551537029,82,37,45,4,0|1|21|25,512,1073742336,31.3754,14.7734,0.0581,31.3754,14.7734,0.0623,31.3754,14.7734,0.0581,639319,6
2,1642,0,639303,171,4551537029,228,195,33,2,0|25,513,1073742337,9.6228,4.9920,-1.9400,9.6643,4.9642,-1.9358,9.6643,4.9642,-1.9400,639335,4
2,1642,0,639303,171,4551537029,324,285,39,3,0|1|25,515,1073742339,28.5147,11.1471,-1.5454,28.4870,11.1332,-1.5496,28.4870,11.1332,-1.5454,639351,8
2,1642,0,639303,171,4551537029,457,412,45,4,0|1|21|25,516,1073742340,16.7677,8.6739,-2.4605,16.8092,8.6739,-2.4563,16.8092,8.6739,-2.4605,639367,7
2,1642,0,639303,171,4551537029,615,570,45,4,0|1|21|25,517,1073742341,8.0059,13.4534,-2.6033,8.0336,13.4396,-2.5907,8.0336,13.4396,-2.5949,639383,4
2,1642,0,639303,171,4551537029,767,728,39,3,0|1|25,518,1073742342,14.3078,6.1174,1.4769,14.3493,6.1035,1.4727,14.3493,6.1035,1.4769,639399,1
2,1642,0,639303,171,4551537029,894,855,39,3,0|1|25,519,1073742343,28.3212,8.5628,2.0142,28.2797,8.5628,1.9933,28.2797,8.5628,1.9975,639415,1
2,1644,0,639516,167,4551554508,82,37,45,4,0|1|21|25,512,1073742336,31.3754,14.7734,0.0581,31.3616,14.7317,0.0623,31.3616,14.7317,0.0581,639532,6
2,1644,0,639516,167,4551554508,82,37,45,4,0|1|21|25,512,1073742336,31.3616,14.7317,0.0581,31.3616,14.7317,0.0623,31.3616,14.7317,0.0581,639532,6
2,1644,0,639516,167,4551554508,228,195,33,2,0|25,513,1073742337,9.6643,4.9642,-1.9400,9.7058,4.9225,-1.9358,9.7058,4.9225,-1.9400,639548,4
2,1644,0,639516,167,4551554508,324,285,39,3,0|1|25,515,1073742339,28.4870,11.1332,-1.5454,28.4456,11.1332,-1.5328,28.4456,11.1332,-1.5370,639564,8
2,1644,0,639516,167,4551554508,451,412,39,3,0|21|25,516,1073742340,16.8092,8.6739,-2.4605,16.8507,8.6600,-2.4563,16.8507,8.6600,-2.4605,639580,8
2,1644,0,639516,167,4551554508,578,533,45,4,0|1|21|25,517,1073742341,8.0336,13.4396,-2.5949,8.0612,13.4257,-2.5739,8.0612,13.4257,-2.5781,639596,8
2,1644,0,639516,167,4551554508,730,691,39,3,0|1|25,518,1073742342,14.3493,6.1035,1.4769,14.3907,6.0896,1.4727,14.3907,6.0896,1.4769,639612,5
2,1644,0,639516,167,4551554508,857,818,39,3,0|1|25,519,1073742343,28.2797,8.5628,1.9975,28.2383,8.5489,1.9765,28.2383,8.5489,1.9723,639628,5
2,1646,0,639725,171,4551570305,76,37,39,3,0|21|25,512,1073742336,31.3616,14.7317,0.0581,31.3616,14.6761,0.0623,31.3616,14.6761,0.0665,639741,7
2,1646,0,639725,171,4551570305,76,37,39,3,0|21|25,512,1073742336,31.3616,14.6761,0.0665,31.3616,14.6761,0.0623,31.3616,14.6761,0.0665,639741,7
2,1646,0,639725,171,4551570305,191,158,33,2,0|25,513,1073742337,9.7058,4.9225,-1.9400,9.7334,4.8948,-1.9358,9.7334,4.8948,-1.9400,639749,1
2,1646,0,639725,171,4551570305,293,248,45,4,0|1|21|25,515,1073742339,28.4456,11.1332,-1.5370,28.4179,11.1193,-1.5328,28.4179,11.1193,-1.5370,639765,4
2,1646,0,639725,171,4551570305,451,406,45,4,0|1|21|25,516,1073742340,16.8507,8.6600,-2.4605,16.8921,8.6600,-2.4563,16.8921,8.6600,-2.4605,639789,8
2,1646,0,639725,171,4551570305,609,564,45,4,0|1|21|25,517,1073742341,8.0612,13.4257,-2.5781,8.0888,13.4118,-2.5739,8.0888,13.4118,-2.5697,639805,4
2,1646,0,639725,171,4551570305,761,722,39,3,0|1|25,518,1073742342,14.3907,6.0896,1.4769,14.4184,6.0757,1.4727,14.4184,6.0757,1.4769,639821,1
2,1646,0,639725,171,4551570305,888,849,39,3,0|1|25,519,1073742343,28.2383,8.5489,1.9723,28.1830,8.5350,1.9429,28.1830,8.5350,1.9471,639837,1
2,1648,0,639938,162,4551587017,76,37,39,3,0|21|25,512,1073742336,31.3616,14.6761,0.0665,31.3478,14.6344,0.0623,31.3478,14.6344,0.0665,639954,7
2,1648,0,639938,162,4551587017,76,37,39,3,0|21|25,512,1073742336,31.3478,14.6344,0.0665,31.3478,14.6344,0.0623,31.3478,14.6344,0.0665,639954,7
2,1648,0,639938,162,4551587017,191,158,33,2,0|25,513,1073742337,9.7334,4.8948,-1.9400,9.7749,4.8531,-1.9358,9.7749,4.8531,-1.9400,639962,1
2,1648,0,639938,162,4551587017,287,248,39,3,0|1|25,515,1073742339,28.4179,11.1193,-1.5370,28.3765,11.1054,-1.5328,28.3765,11.1054,-1.5370,639978,5
2,1648,0,639938,162,4551587017,414,375,39,3,0|21|25,516,1073742340,16.8921,8.6600,-2.4605,16.9336,8.6600,-2.4563,16.9336,8.6600,-2.4605,639994,5
2,1648,0,639938,162,4551587017,541,496,45,4,0|1|21|25,517,1073742341,8.0888,13.4118,-2.5697,8.1165,13.3979,-2.5571,8.1165,13.3979,-2.5613,640010,5
2,1648,0,639938,162,4551587017,693,654,39,3,0|1|25,518,1073742342,14.4184,6.0757,1.4769,14.4736,6.0619,1.4727,14.4736,6.0619,1.4685,640026,2
2,1648,0,639938,162,4551587017,820,781,39,3,0|1|25,519,1073742343,28.1830,8.5350,1.9471,28.1415,8.5350,1.9261,28.1415,8.5350,1.9219,640042,2
2,1650,0,640142,173,4551603851,76,37,39,3,0|21|25,512,1073742336,31.3478,14.6344,0.0665,31.3339,14.5789,0.0623,31.3339,14.5789,0.0665,640158,7
2,1650,0,640142,173,4551603851,76,37,39,3,0|21|25,512,1073742336,31.3339,14.5789,0.0665,31.3339,14.5789,0.0623,31.3339,14.5789,0.0665,640158,7
2,1650,0,640142,173,4551603851,203,158,45,4,0|25|57|59,513,1073742337,9.7749,4.8531,-1.9400,9.8163,4.8114,-1.9358,9.8163,4.8114,-1.9400,640174,7
2,1650,0,640142,173,4551603851,312,267,45,4,0|1|21|25,515,1073742339,28.3765,11.1054,-1.5370,28.3488,11.0915,-1.5328,28.3488,11.0915,-1.5370,640182,1
2,1650,0,640142,173,4551603851,464,425,39,3,0|21|25,516,1073742340,16.9336,8.6600,-2.4605,16.9750,8.6461,-2.4563,16.9750,8.6461,-2.4605,640206,6
2,1650,0,640142,173,4551603851,591,546,45,4,0|1|21|25,517,1073742341,8.1165,13.3979,-2.5613,8.1441,13.3840,-2.5571,8.1441,13.3840,-2.5529,640222,7
2,1650,0,640142,173,4551603851,749,704,45,4,0|1|21|25,518,1073742342,14.4736,6.0619,1.4685,14.5151,6.0480,1.4727,14.5151,6.0480,1.4685,640238,3
2,1650,0,640142,173,4551603851,901,862,39,3,0|1|25,519,1073742343,28.1415,8.5350,1.9219,28.1001,8.5211,1.8925,28.1001,8.5211,1.8883,640262,8
2,1652,0,640357,181,4551620396,76,37,39,3,0|21|25,512,1073742336,31.3339,14.5789,0.0665,31.3339,14.5372,0.0791,31.3339,14.5372,0.0749,640373,7
2,1652,0,640357,181,4551620396,76,37,39,3,0|21|25,512,1073742336,31.3339,14.5372,0.0749,31.3339,14.5372,0.0791,31.3339,14.5372,0.0749,640373,7
2,1652,0,640357,181,4551620396,203,158,45,4,0|1|25|28,513,1073742337,9.8163,4.8114,-1.9400,9.8578,4.7836,-1.9358,9.8578,4.7836,-1.9400,640389,7
2,1652,0,640357,181,4551620396,365,326,39,3,0|1|25,515,1073742339,28.3488,11.0915,-1.5370,28.3074,11.0637,-1.5328,28.3074,11.0637,-1.5370,640405,3
2,1652,0,640357,181,4551620396,498,453,45,4,0|1|21|25,516,1073742340,16.9750,8.6461,-2.4605,17.0165,8.6461,-2.4563,17.0165,8.6461,-2.4605,640421,2
2,1652,0,640357,181,4551620396,656,611,45,4,0|1|21|25,517,1073742341,8.1441,13.3840,-2.5529,8.1718,13.3701,-2.5403,8.1718,13.3701,-2.5361,640445,6
2,1652,0,640357,181,4551620396,814,769,45,4,0|1|21|25,518,1073742342,14.5151,6.0480,1.4685,14.5566,6.0341,1.4559,14.5566,6.0341,1.4601,640461,3
2,1652,0,640357,181,4551620396,966,927,39,3,0|1|25,519,1073742343,28.1001,8.5211,1.8883,28.0448,8.5072,1.8589,28.0448,8.5072,1.8631,640485,8
2,1654,0,640580,175,4551637274,76,37,39,3,0|21|25,512,1073742336,31.3339,14.5372,0.0749,31.3201,14.4816,0.0791,31.3201,14.4816,0.0749,640596,7
2,1654,0,640580,175,4551637274,76,37,39,3,0|21|25,512,1073742336,31.3201,14.4816,0.0749,31.3201,14.4816,0.0791,31.3201,14.4816,0.0749,640596,7
2,1654,0,640580,175,4551637274,197,158,39,3,0|1|25,513,1073742337,9.8578,4.7836,-1.9400,9.9131,4.7419,-1.9358,9.9131,4.7419,-1.9400,640612,8
2,1654,0,640580,175,4551637274,330,285,45,4,0|1|21|25,515,1073742339,28.3074,11.0637,-1.5370,28.2797,11.0498,-1.5328,28.2797,11.0498,-1.5370,640628,7
2,1654,0,640580,175,4551637274,482,443,39,3,0|21|25,516,1073742340,17.0165,8.6461,-2.4605,17.0580,8.6461,-2.4563,17.0580,8.6461,-2.4605,640644,4
2,1654,0,640580,175,4551637274,609,564,45,4,0|1|21|25,517,1073742341,8.1718,13.3701,-2.5361,8.1994,13.3423,-2.5235,8.1994,13.3423,-2.5277,640660,4
2,1654,0,640580,175,4551637274,761,722,39,3,0|1|25,518,1073742342,14.5566,6.0341,1.4601,14.5980,6.0341,1.4559,14.5980,6.0341,1.4517,640676,1
2,1654,0,640580,175,4551637274,894,849,45,4,0|1|21|25,519,1073742343,28.0448,8.5072,1.8631,28.0033,8.4933,1.8253,28.0033,8.4933,1.8295,640692,1
2,1656,0,640797,180,4551653667,70,37,33,2,0|25,512,1073742336,31.3201,14.4816,0.0749,31.3063,14.4399,0.0791,31.3063,14.4399,0.0749,640813,8
2,1656,0,640797,180,4551653667,70,37,33,2,0|25,512,1073742336,31.3063,14.4399,0.0749,31.3063,14.4399,0.0791,31.3063,14.4399,0.0749,640813,8
2,1656,0,640797,180,4551653667,166,127,39,3,0|1|25,513,1073742337,9.9131,4.7419,-1.9400,9.9545,4.7002,-1.9358,9.9545,4.7002,-1.9400,640821,4
2,1656,0,640797,180,4551653667,299,254,45,4,0|1|21|25,515,1073742339,28.2797,11.0498,-1.5370,28.2383,11.0220,-1.5328,28.2383,11.0220,-1.5370,640837,3
2,1656,0,640797,180,4551653667,457,412,45,4,0|1|21|25,516,1073742340,17.0580,8.6461,-2.4605,17.0994,8.6322,-2.4563,17.0994,8.6322,-2.4605,640861,7
2,1656,0,640797,180,4551653667,615,570,45,4,0|1|21|25,517,1073742341,8.1994,13.3423,-2.5277,8.2132,13.3284,-2.5067,8.2132,13.3284,-2.5109,640877,4
2,1656,0,640797,180,4551653667,773,728,45,4,0|1|21|25,518,1073742342,14.5980,6.0341,1.4517,14.6395,6.0202,1.4392,14.6395,6.0202,1.4434,640901,8
2,1656,0,640797,180,4551653667,931,886,45,4,0|1|21|25,519,1073742343,28.0033,8.4933,1.8295,27.9619,8.4933,1.7918,27.9619,8.4933,1.7960,640917,4
2,1658,0,641019,184,4551670395,76,37,39,3,0|21|25,512,1073742336,31.3063,14.4399,0.0749,31.3063,14.3982,0.0791,31.3063,14.3982,0.0833,641035,7
2,1658,0,641019,184,4551670395,76,37,39,3,0|21|25,512,1073742336,31.3063,14.3982,0.0833,31.3063,14.3982,0.0791,31.3063,14.3982,0.0833,641035,7
2,1658,0,641019,184,4551670395,197,158,39,3,0|1|25,513,1073742337,9.9545,4.7002,-1.9400,9.9960,4.6586,-1.9358,9.9960,4.6586,-1.9400,641051,8
2,1658,0,641019,184,4551670395,330,285,45,4,0|1|21|25,515,1073742339,28.2383,11.0220,-1.5370,28.1968,10.9942,-1.5328,28.1968,10.9942,-1.5286,641067,7
2,1658,0,641019,184,4551670395,482,443,39,3,0|21|25,516,1073742340,17.0994,8.6322,-2.4605,17.1409,8.6322,-2.4563,17.1409,8.6322,-2.4605,641083,4
2,1658,0,641019,184,4551670395,609,564,45,4,0|1|21|25,517,1073742341,8.2132,13.3284,-2.5109,8.2409,13.3006,-2.5067,8.2409,13.3006,-2.5025,641099,4
2,1658,0,641019,184,4551670395,767,722,45,4,0|1|21|25,518,1073742342,14.6395,6.0202,1.4434,14.6809,6.0063,1.4392,14.6809,6.0063,1.4350,641115,1
2,1658,0,641019,184,4551670395,925,880,45,4,0|1|21|25,519,1073742343,27.9619,8.4933,1.7960,27.9066,8.4794,1.7582,27.9066,8.4794,1.7624,641139,5
2,1660,0,641245,180,4551687165,70,37,33,2,0|25,512,1073742336,31.3063,14.3982,0.0833,31.2925,14.3427,0.0791,31.2925,14.3427,0.0833,641261,8
2,1660,0,641245,180,4551687165,70,37,33,2,0|25,512,1073742336,31.2925,14.3427,0.0833,31.2925,14.3427,0.0791,31.2925,14.3427,0.0833,641261,8
2,1660,0,641245,180,4551687165,166,127,39,3,0|1|25,513,1073742337,9.9960,4.6586,-1.9400,10.0513,4.6169,-1.9358,10.0513,4.6169,-1.9400,641269,4
2,1660,0,641245,180,4551687165,299,254,45,4,0|1|21|25,515,1073742339,28.1968,10.9942,-1.5286,28.1692,10.9664,-1.5328,28.1692,10.9664,-1.5286,641285,3
2,1660,0,641245,180,4551687165,457,412,45,4,0|1|21|25,516,1073742340,17.1409,8.6322,-2.4605,17.1823,8.6322,-2.4563,17.1823,8.6322,-2.4605,641309,7
2,1660,0,641245,180,4551687165,615,570,45,4,0|1|21|25,517,1073742341,8.2409,13.3006,-2.5025,8.2685,13.2867,-2.4899,8.2685,13.2867,-2.4857,641325,4
2,1660,0,641245,180,4551687165,773,728,45,4,0|1|21|25,518,1073742342,14.6809,6.0063,1.4350,14.7362,6.0063,1.4224,14.7362,6.0063,1.4182,641349,8
2,1660,0,641245,180,4551687165,931,886,45,4,0|1|21|25,519,1073742343,27.9066,8.4794,1.7624,27.8651,8.4655,1.7246,27.8651,8.4655,1.7204,641365,4
2,1662,0,641467,181,4551703627,76,37,39,3,0|1|25,512,1073742336,31.2925,14.3427,0.0833,31.2787,14.3010,0.0791,31.2787,14.3010,0.0833,641483,7
2,1662,0,641467,181,4551703627,76,37,39,3,0|1|25,512,1073742336,31.2787,14.3010,0.0833,31.2787,14.3010,0.0791,31.2787,14.3010,0.0833,641483,7
2,1662,0,641467,181,4551703627,203,164,39,3,0|1|25,513,1073742337,10.0513,4.6169,-1.9400,10.0927,4.5752,-1.9358,10.0927,4.5752,-1.9400,641499,7
2,1662,0,641467,181,4551703627,330,291,39,3,0|1|25,515,1073742339,28.1692,10.9664,-1.5286,28.1277,10.9386,-1.5328,28.1277,10.9386,-1.5286,641515,7
2,1662,0,641467,181,4551703627,463,418,45,4,0|1|21|25,516,1073742340,17.1823,8.6322,-2.4605,17.2238,8.6183,-2.4563,17.2238,8.6183,-2.4605,641531,7
2,1662,0,641467,181,4551703627,621,576,45,4,0|1|21|25,517,1073742341,8.2685,13.2867,-2.4857,8.2961,13.2728,-2.4731,8.2961,13.2728,-2.4773,641547,3
2,1662,0,641467,181,4551703627,779,734,45,4,0|1|21|25,518,1073742342,14.7362,6.0063,1.4182,14.7777,5.9924,1.4056,14.7777,5.9924,1.4098,641571,7
2,1662,0,641467,181,4551703627,937,892,45,4,0|1|21|25,519,1073742343,27.8651,8.4655,1.7204,27.8237,8.4516,1.6910,27.8237,8.4516,1.6868,641587,3
2,1664,0,641690,238,4551720527,230,185,45,4,0|1|21|25,512,1073742336,31.2787,14.3010,0.0833,31.2787,14.2454,0.0791,31.2787,14.2454,0.0833,641722,4
2,1664,0,641690,238,4551720527,230,185,45,4,0|1|21|25,512,1073742336,31.2787,14.2454,0.0833,31.2787,14.2454,0.0791,31.2787,14.2454,0.0833,641722,4
2,1664,0,641690,238,4551720527,382,343,39,3,0|1|25,513,1073742337,10.0927,4.5752,-1.9400,10.1480,4.5335,-1.9358,10.1480,4.5335,-1.9400,641738,1
2,1664,0,641690,238,4551720527,515,470,45,4,0|1|21|25,515,1073742339,28.1277,10.9386,-1.5286,28.1001,10.9109,-1.5328,28.1001,10.9109,-1.5286,641762,8
2,1664,0,641690,238,4551720527,673,628,45,4,0|1|21|25,516,1073742340,17.2238,8.6183,-2.4605,17.2653,8.6183,-2.4563,17.2653,8.6183,-2.4605,641778,4
2,1664,0,641690,238,4551720527,849,786,63,7,0|1|17|21|25|26|48,517,1073742341,8.2961,13.2728,-2.4773,8.3238,13.2589,-2.4731,8.3238,13.2589,-2.4689,641802,6
2,1664,0,641690,238,4551720527,1085,1040,45,4,0|1|21|25,518,1073742342,14.7777,5.9924,1.4098,14.8191,5.9924,1.3888,14.8191,5.9924,1.3930,641826,1
2,1664,0,641690,238,4551720527,1255,1198,57,6,0|1|15|21|25|28,519,1073742343,27.8237,8.4516,1.6868,27.7822,8.4377,1.6406,27.7822,8.4377,1.6448,641850,4
2,1666,0,641970,214,4551737292,309,264,45,4,0|1|21|25,512,1073742336,31.2787,14.2454,0.0833,31.2648,14.2037,0.0791,31.2648,14.2037,0.0833,642010,2
2,1666,0,641970,214,4551737292,309,264,45,4,0|1|21|25,512,1073742336,31.2648,14.2037,0.0833,31.2648,14.2037,0.0791,31.2648,14.2037,0.0833,642010,2
2,1666,0,641970,214,4551737292,461,422,39,3,0|1|25,513,1073742337,10.1480,4.5335,-1.9400,10.1895,4.4918,-1.9358,10.1895,4.4918,-1.9400,642034,7
2,1666,0,641970,214,4551737292,594,549,45,4,0|1|21|25,515,1073742339,28.1001,10.9109,-1.5286,28.0586,10.8692,-1.5328,28.0586,10.8692,-1.5286,642050,6
2,1666,0,641970,214,4551737292,758,707,51,5,0|1|21|25|33,516,1073742340,17.2653,8.6183,-2.4605,17.3067,8.6045,-2.4563,17.3067,8.6045,-2.4605,642066,2
2,1666,0,641970,214,4551737292,926,881,45,4,0|1|21|25,517,1073742341,8.3238,13.2589,-2.4689,8.3514,13.2450,-2.4563,8.3514,13.2450,-2.4605,642090,5
2,1666,0,641970,214,4551737292,1084,1039,45,4,0|1|21|25,518,1073742342,14.8191,5.9924,1.3930,14.8606,5.9785,1.3720,14.8606,5.9785,1.3762,642106,1
2,1666,0,641970,214,4551737292,1242,1197,45,4,0|1|21|25,519,1073742343,27.7822,8.4377,1.6448,27.7269,8.4238,1.6071,27.7269,8.4238,1.6029,642130,5
2,1668,0,642226,175,4551753947,82,37,45,4,0|1|21|25,512,1073742336,31.2648,14.2037,0.0833,31.2510,14.1620,0.0791,31.2510,14.1620,0.0833,642242,6
2,1668,0,642226,175,4551753947,82,37,45,4,0|1|21|25,512,1073742336,31.2510,14.1620,0.0833,31.2510,14.1620,0.0791,31.2510,14.1620,0.0833,642242,6
2,1668,0,642226,175,4551753947,234,195,39,3,0|1|25,513,1073742337,10.1895,4.4918,-1.9400,10.2447,4.4363,-1.9358,10.2447,4.4363,-1.9400,642258,3
2,1668,0,642226,175,4551753947,361,322,39,3,0|1|25,515,1073742339,28.0586,10.8692,-1.5286,28.0310,10.8414,-1.5328,28.0310,10.8414,-1.5286,642274,3
2,1668,0,642226,175,4551753947,488,449,39,3,0|21|25,516,1073742340,17.3067,8.6045,-2.4605,17.3482,8.6045,-2.4563,17.3482,8.6045,-2.4605,642290,3
2,1668,0,642226,175,4551753947,615,570,45,4,0|1|21|25,517,1073742341,8.3514,13.2450,-2.4605,8.3791,13.2450,-2.4563,8.3791,13.2450,-2.4521,642306,4
2,1668,0,642226,175,4551753947,773,728,45,4,0|1|21|25,518,1073742342,14.8606,5.9785,1.3762,14.9021,5.9785,1.3552,14.9021,5.9785,1.3594,642330,8
2,1668,0,642226,175,4551753947,931,886,45,4,0|1|21|25,519,1073742343,27.7269,8.4238,1.6029,27.6855,8.4099,1.5735,27.6855,8.4099,1.5693,642346,4
2,1670,0,642443,179,4551770543,82,37,45,4,0|1|21|25,512,1073742336,31.2510,14.1620,0.0833,31.2372,14.1065,0.0791,31.2372,14.1065,0.0833,642459,6
2,1670,0,642443,179,4551770543,82,37,45,4,0|1|21|25,512,1073742336,31.2372,14.1065,0.0833,31.2372,14.1065,0.0791,31.2372,14.1065,0.0833,642459,6
2,1670,0,642443,179,4551770543,234,195,39,3,0|1|25,513,1073742337,10.2447,4.4363,-1.9400,10.3000,4.3946,-1.9358,10.3000,4.3946,-1.9400,642475,3
2,1670,0,642443,179,4551770543,367,322,45,4,0|1|21|25,515,1073742339,28.0310,10.8414,-1.5286,27.9895,10.8136,-1.5328,27.9895,10.8136,-1.5286,642491,3
2,1670,0,642443,179,4551770543,519,480,39,3,0|21|25,516,1073742340,17.3482,8.6045,-2.4605,17.3896,8.5906,-2.4563,17.3896,8.5906,-2.4605,642515,8
2,1670,0,642443,179,4551770543,646,601,45,4,0|1|21|25,517,1073742341,8.3791,13.2450,-2.4521,8.4205,13.2589,-2.4395,8.4205,13.2589,-2.4437,642531,8
2,1670,0,642443,179,4551770543,804,759,45,4,0|1|21|25,518,1073742342,14.9021,5.9785,1.3594,14.9435,5.9785,1.3384,14.9435,5.9785,1.3342,642547,4
2,1670,0,642443,179,4551770543,962,917,45,4,0|1|21|25,519,1073742343,27.6855,8.4099,1.5693,27.6440,8.3960,1.5231,27.6440,8.3960,1.5189,642571,8
2,1672,0,642664,233,4551787202,459,414,45,4,0|1|21|25,512,1073742336,31.2372,14.1065,0.0833,31.2372,14.0648,0.0791,31.2372,14.0648,0.0749,642728,7
