decalage	reel_tous	reel_bande	fantome	dyn_tous	dyn_bande	stat_tous	reel_denom	dyn_denom
125	0.010526	0.000000	0.000000	0.009657	0.000000	0.050000	665	4867
126	0.000000	0.000000	0.000000	0.694884	0.624204	0.000000	665	4867
127	0.001504	0.000000	0.000000	0.000205	0.000000	0.000000	665	4867
128	0.003008	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
129	0.003008	0.000000	0.000000	0.000205	0.000000	0.000000	665	4867
130	0.015038	0.000000	0.000000	0.002055	0.000000	0.000000	665	4867
131	0.010526	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
132	0.004511	0.000000	0.000000	0.005342	0.000000	0.000000	665	4867
133	0.001504	0.000000	0.000000	0.002671	0.000000	0.000000	665	4867
134	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
135	0.004511	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
136	0.003008	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
137	0.012030	0.000000	0.000000	0.147319	0.000000	0.000000	665	4867
138	0.004511	0.000000	0.000000	0.080953	0.000000	0.000000	665	4867
139	0.009023	0.000000	0.000000	0.002466	0.000000	0.000000	665	4867
140	0.016541	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
141	0.001504	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
142	0.013534	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
143	0.021053	0.000000	0.000000	0.000411	0.000000	0.000000	665	4867
144	0.015038	0.000000	0.000000	0.000616	0.000000	0.000000	665	4867
145	0.004511	0.000000	0.000000	0.003082	0.000000	0.000000	665	4867
146	0.010526	0.000000	0.000000	0.004726	0.000000	0.000000	665	4867
147	0.004511	0.000000	0.000000	0.002877	0.000000	0.000000	665	4867
148	0.000000	0.000000	0.000000	0.001438	0.000000	0.000000	665	4867
149	0.004511	0.000000	0.000000	0.000205	0.000000	0.000000	665	4867
150	0.006015	0.000000	0.000000	0.000000	0.000000	0.000000	665	4867
151	0.007519	0.000000	0.000000	0.010684	0.000000	0.000000	665	4867
152	0.004511	0.000000	0.000000	0.006372	0.000000	0.000000	665	4865
153	0.003008	0.000000	0.000000	0.002675	0.000000	0.000000	665	4860
154	0.004511	0.000000	0.000000	0.000823	0.000000	0.000000	665	4859
155	0.009023	0.000000	0.000000	0.005968	0.000000	0.000000	665	4859
156	0.001504	0.000000	0.000000	0.000618	0.000000	0.000000	665	4854
157	0.003008	0.000000	0.000000	0.007842	0.000413	0.000000	665	4846
158	0.004511	0.000000	0.000000	0.000413	0.000000	0.000000	665	4844
159	0.003008	0.000000	0.000000	0.007640	0.000000	0.000000	665	4843
160	0.010542	0.000000	0.000000	0.004749	0.000206	0.000000	664	4843
161	0.006033	0.000000	0.000000	0.004543	0.000000	0.000000	663	4843
162	0.003017	0.000000	0.000000	0.001032	0.000000	0.000000	663	4843
163	0.006042	0.000000	0.000000	0.001445	0.000000	0.000000	662	4843
164	0.007553	0.000000	0.000000	0.006814	0.000000	0.000000	662	4843
165	0.007587	0.000000	0.000000	0.000000	0.000000	0.000000	659	4843
166	0.003053	0.000000	0.000000	0.000413	0.000000	0.000000	655	4843
167	0.004594	0.000000	0.000000	0.011770	0.000000	0.000000	653	4843
168	0.001534	0.000000	0.000000	0.023333	0.000000	0.000000	652	4843
169	0.003072	0.000000	0.000000	0.004130	0.000000	0.000000	651	4843
170	0.001541	0.000000	0.000000	0.004956	0.000000	0.000000	649	4843
171	0.004622	0.000000	0.000000	0.001445	0.000000	0.052632	649	4843
172	0.016975	0.000000	0.000000	0.008879	0.001652	0.000000	648	4843
173	0.027778	0.000000	0.000000	0.000413	0.000000	0.000000	648	4843
174	0.007716	0.000000	0.000000	0.001652	0.000000	0.000000	648	4843
175	0.004630	0.000000	0.000000	0.000206	0.000000	0.000000	648	4843
176	0.004630	0.000000	0.000000	0.009705	0.000000	0.000000	648	4843
177	0.003091	0.000000	0.000000	0.572785	0.501755	0.000000	647	4843
178	0.007740	0.000000	0.000000	0.000413	0.000000	0.000000	646	4843
179	0.007740	0.000000	0.000000	0.000206	0.000000	0.000000	646	4843
180	0.003096	0.000000	0.000000	0.000619	0.000000	0.000000	646	4843
181	0.006202	0.000000	0.000000	0.002271	0.000000	0.000000	645	4843
182	0.004651	0.000000	0.000000	0.000206	0.000000	0.000000	645	4843
183	0.007776	0.000000	0.000000	0.005575	0.000000	0.000000	643	4843
184	0.003110	0.000000	0.000000	0.002684	0.000000	0.000000	643	4843
185	0.009331	0.000000	0.000000	0.000000	0.000000	0.000000	643	4843
186	0.010886	0.000000	0.000000	0.000000	0.000000	0.000000	643	4843
187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	643	4843
188	0.009331	0.000000	0.000000	0.075779	0.000000	0.000000	643	4843
189	0.007776	0.000000	1.000000	0.082180	0.000000	0.133333	643	4843
190	0.000000	0.000000	0.000000	0.002478	0.000000	0.000000	641	4843
191	0.006240	0.000000	0.000000	0.000000	0.000000	0.000000	641	4843
192	0.006240	0.000000	0.000000	0.000000	0.000000	0.066667	641	4843
