decalage	reel_tous	reel_bande	fantome	dyn_tous	dyn_bande	stat_tous	reel_denom	dyn_denom
158	0.000000	0.000000	0.000000	0.000604	0.000000	0.059701	51	13255
159	0.019608	0.019608	0.000000	0.002037	0.000000	0.044776	51	13255
160	0.000000	0.000000	0.000000	0.002112	0.000000	0.121212	51	13255
161	0.019608	0.000000	0.000000	0.006262	0.000000	0.015152	51	13255
162	0.000000	0.000000	0.000000	0.002943	0.000075	0.000000	51	13253
163	0.000000	0.000000	0.000000	0.003848	0.000075	0.000000	51	13253
164	0.058824	0.000000	0.000000	0.002943	0.000075	0.015152	51	13252
165	0.000000	0.000000	0.000000	0.002415	0.000000	0.000000	51	13251
166	0.137255	0.000000	0.007407	0.000906	0.000000	0.015152	51	13251
167	0.019608	0.000000	0.000000	0.023017	0.000000	0.000000	51	13251
168	0.000000	0.000000	0.800000	0.001736	0.000000	0.015152	51	13250
169	0.039216	0.000000	0.000000	0.009434	0.000151	0.000000	51	13250
170	0.058824	0.000000	0.000000	0.002264	0.000075	0.015152	51	13250
171	0.078431	0.078431	0.000000	0.014491	0.000000	0.000000	51	13250
172	0.000000	0.000000	0.000000	0.020000	0.000000	0.000000	51	13250
173	0.000000	0.000000	0.000000	0.002264	0.000000	0.000000	51	13250
174	0.000000	0.000000	0.000000	0.005208	0.000000	0.000000	51	13250
175	0.000000	0.000000	0.000000	0.001585	0.000000	0.000000	51	13250
176	0.039216	0.000000	0.000000	0.005132	0.000000	0.045455	51	13250
177	0.019608	0.000000	0.000000	0.564604	0.499472	0.000000	51	13250
178	0.000000	0.000000	0.000000	0.008001	0.000000	0.000000	51	13249
179	0.000000	0.000000	0.000000	0.001811	0.000000	0.000000	51	13249
180	0.000000	0.000000	0.000000	0.004680	0.000075	0.000000	51	13249
181	0.078431	0.000000	0.000000	0.003396	0.000075	0.015152	51	13249
182	0.000000	0.000000	0.007407	0.002491	0.000000	0.030303	51	13249
183	0.000000	0.000000	0.000000	0.004529	0.000000	0.000000	51	13249
184	0.000000	0.000000	0.000000	0.002868	0.000000	0.000000	51	13249
185	0.000000	0.000000	0.000000	0.003472	0.000000	0.000000	51	13249
186	0.019608	0.000000	0.000000	0.003849	0.000000	0.015152	51	13249
187	0.000000	0.000000	0.000000	0.004076	0.000000	0.000000	51	13249
188	0.000000	0.000000	0.000000	0.079251	0.000000	0.000000	51	13249
189	0.000000	0.000000	0.000000	0.002868	0.000000	0.045455	51	13249
190	0.019608	0.000000	0.000000	0.003774	0.000000	0.000000	51	13249
191	0.000000	0.000000	0.000000	0.001887	0.000075	0.121212	51	13249
192	0.019608	0.000000	0.007407	0.005963	0.000000	0.000000	51	13249
