decalage	reel_tous	reel_bande	fantome	dyn_tous	dyn_bande	stat_tous	reel_denom	dyn_denom
135	0.005339	0.000000	0.000000	0.000000	0.000000	0.000000	9739	292
136	0.000821	0.000000	0.000000	0.000000	0.000000	0.027778	9739	292
137	0.001540	0.000000	0.000000	0.000000	0.000000	0.000000	9739	292
138	0.009036	0.000000	0.000000	0.000000	0.000000	0.000000	9739	292
139	0.029058	0.000000	0.000000	0.000000	0.000000	0.000000	9739	292
140	0.002054	0.000000	0.000000	0.003425	0.000000	0.000000	9739	292
141	0.005955	0.000000	0.000000	0.000000	0.000000	0.000000	9739	292
142	0.012322	0.000000	0.000000	0.000000	0.000000	0.000000	9739	292
143	0.002467	0.000000	0.000000	0.000000	0.000000	0.027778	9728	292
144	0.005658	0.000000	0.000000	0.000000	0.000000	0.000000	9721	292
145	0.005563	0.000103	0.071429	0.000000	0.000000	0.000000	9707	292
146	0.009180	0.000000	0.000000	0.000000	0.000000	0.000000	9695	292
147	0.012813	0.000000	0.000000	0.000000	0.000000	0.000000	9678	292
148	0.028146	0.000000	0.285714	0.000000	0.000000	0.000000	9664	292
149	0.004766	0.000000	0.071429	0.000000	0.000000	0.000000	9652	292
150	0.005920	0.000000	0.000000	0.003425	0.000000	0.000000	9629	292
151	0.003428	0.000208	0.000000	0.000000	0.000000	0.088235	9627	292
152	0.005194	0.000000	0.000000	0.000000	0.000000	0.000000	9627	292
153	0.008624	0.000104	0.000000	0.000000	0.000000	0.000000	9624	292
154	0.021108	0.000104	0.000000	0.003425	0.000000	0.000000	9617	292
155	0.036424	0.000000	0.000000	0.000000	0.000000	0.000000	9609	292
156	0.002706	0.000000	0.000000	0.006849	0.000000	0.000000	9609	292
157	0.004163	0.000000	0.000000	0.010274	0.000000	0.000000	9609	292
158	0.002290	0.000000	0.000000	0.000000	0.000000	0.000000	9607	292
159	0.008431	0.000000	0.000000	0.000000	0.000000	0.000000	9607	292
160	0.016863	0.000000	0.071429	0.003448	0.000000	0.000000	9607	290
161	0.004268	0.000000	0.214286	0.000000	0.000000	0.031250	9607	290
162	0.004476	0.000104	0.000000	0.000000	0.000000	0.000000	9607	284
