# lot C-ter volet 1 — CT.1.1 — film 606d9844 — resume par (slot, mode, tag), calcule sur les lectures CHAINEES ; non_chainees = lectures ecartees ; bande = 1 stricte
slot	bande	mode	tag	emissions	avec_valeur	non_chainees	distinctes	changements	joueurs	t_ms_premiere	t_ms_derniere	frame_premiere	frame_derniere	valeurs_top4
1418	1	B	11	0	0	1	0	0	0	0	0	-1	-1	
1418	1	B	12	0	0	1	0	0	0	0	0	-1	-1	
1418	1	B	13	0	0	2	0	0	0	0	0	-1	-1	
1418	1	B	15	0	0	2	0	0	0	0	0	-1	-1	
1419	1	A	15	0	0	1	0	0	0	0	0	-1	-1	
1419	1	B	0	0	0	15	0	0	0	0	0	-1	-1	
1419	1	B	1	0	0	17	0	0	0	0	0	-1	-1	
1419	1	B	2	0	0	8	0	0	0	0	0	-1	-1	
1419	1	B	3	0	0	12	0	0	0	0	0	-1	-1	
1419	1	B	4	0	0	10	0	0	0	0	0	-1	-1	
1419	1	B	5	0	0	5	0	0	0	0	0	-1	-1	
1419	1	B	6	0	0	11	0	0	0	0	0	-1	-1	
1419	1	B	7	0	0	8	0	0	0	0	0	-1	-1	
1419	1	B	8	0	0	12	0	0	0	0	0	-1	-1	
1419	1	B	9	0	0	9	0	0	0	0	0	-1	-1	
1419	1	B	10	1	1	4	1	0	1	83597	83597	767	767	0x00000000 x1
1419	1	B	11	3	3	18	3	2	1	216385	216418	2094	2095	0x0000000D x1 0x0000000C x1 0x0000000B x1
1419	1	B	12	0	0	7	0	0	0	0	0	-1	-1	
1419	1	B	13	0	0	7	0	0	0	0	0	-1	-1	
1419	1	B	14	0	0	4	0	0	0	0	0	-1	-1	
1419	1	B	15	0	0	5	0	0	0	0	0	-1	-1	
1420	1	A	1	1	1	0	1	0	1	175225	175225	1683	1683	0x0000000A x1
1420	1	B	0	0	0	4	0	0	0	0	0	-1	-1	
1420	1	B	2	0	0	1	0	0	0	0	0	-1	-1	
1420	1	B	3	0	0	2	0	0	0	0	0	-1	-1	
1420	1	B	4	0	0	1	0	0	0	0	0	-1	-1	
1420	1	B	5	0	0	1	0	0	0	0	0	-1	-1	
1420	1	B	6	0	0	4	0	0	0	0	0	-1	-1	
1420	1	B	7	441	441	0	35	432	9	46677	232517	397	2256	0x008012B9 x16 0x00802ED0 x16 0x00804189 x16 0x00804AE5 x16 ...
1420	1	B	8	0	0	6	0	0	0	0	0	-1	-1	
1420	1	B	9	0	0	2	0	0	0	0	0	-1	-1	
1420	1	B	10	0	0	2	0	0	0	0	0	-1	-1	
1420	1	B	11	0	0	1	0	0	0	0	0	-1	-1	
1420	1	B	12	0	0	2	0	0	0	0	0	-1	-1	
1420	1	B	14	0	0	1	0	0	0	0	0	-1	-1	
1421	1	B	0	0	0	2	0	0	0	0	0	-1	-1	
1421	1	B	1	0	0	1	0	0	0	0	0	-1	-1	
1421	1	B	2	0	0	1	0	0	0	0	0	-1	-1	
1421	1	B	3	0	0	2	0	0	0	0	0	-1	-1	
1421	1	B	5	0	0	2	0	0	0	0	0	-1	-1	
1421	1	B	6	0	0	2	0	0	0	0	0	-1	-1	
1421	1	B	7	0	0	2	0	0	0	0	0	-1	-1	
1421	1	B	8	1	1	6	1	0	1	166487	166487	1595	1595	0x00000001 x1
1421	1	B	9	0	0	1	0	0	0	0	0	-1	-1	
1421	1	B	10	0	0	1	0	0	0	0	0	-1	-1	
1421	1	B	11	0	0	2	0	0	0	0	0	-1	-1	
1421	1	B	12	0	0	2	0	0	0	0	0	-1	-1	
1422	1	B	0	0	0	2	0	0	0	0	0	-1	-1	
1422	1	B	1	0	0	1	0	0	0	0	0	-1	-1	
1422	1	B	4	0	0	2	0	0	0	0	0	-1	-1	
1422	1	B	5	0	0	1	0	0	0	0	0	-1	-1	
1422	1	B	6	0	0	2	0	0	0	0	0	-1	-1	
1422	1	B	7	441	441	0	35	432	9	46677	232517	397	2256	0x00804189 x16 0x0080382C x16 0x008012B9 x16 0x0080095D x16 ...
1422	1	B	8	0	0	4	0	0	0	0	0	-1	-1	
1422	1	B	9	0	0	1	0	0	0	0	0	-1	-1	
1422	1	B	10	1	1	2	1	0	1	172790	172790	1659	1659	0x00000000 x1
1422	1	B	13	0	0	2	0	0	0	0	0	-1	-1	
1423	1	A	6	0	0	2	0	0	0	0	0	-1	-1	
1423	1	A	8	0	0	1	0	0	0	0	0	-1	-1	
1423	1	B	0	0	0	3	0	0	0	0	0	-1	-1	
1423	1	B	1	1	0	11	0	0	1	184601	184601	1777	1777	
1423	1	B	2	0	0	1	0	0	0	0	0	-1	-1	
1423	1	B	4	1	0	1	0	0	1	184601	184601	1777	1777	
1423	1	B	5	0	0	1	0	0	0	0	0	-1	-1	
1423	1	B	8	2	2	2	2	0	2	166487	184601	1595	1777	0x1110A500 x1 0x00000000 x1
1423	1	B	9	0	0	1	0	0	0	0	0	-1	-1	
1423	1	B	12	0	0	1	0	0	0	0	0	-1	-1	
1423	1	B	13	0	0	1	0	0	0	0	0	-1	-1	
1423	1	B	15	0	0	1	0	0	0	0	0	-1	-1	
1424	1	A	6	0	0	2	0	0	0	0	0	-1	-1	
1424	1	B	0	1	0	2	0	0	1	88519	88519	816	816	
1424	1	B	5	0	0	4	0	0	0	0	0	-1	-1	
1424	1	B	7	0	0	1	0	0	0	0	0	-1	-1	
1424	1	B	8	0	0	4	0	0	0	0	0	-1	-1	
1424	1	B	10	1	1	3	1	0	1	228546	228546	2216	2216	0x00000000 x1
1424	1	B	11	0	0	1	0	0	0	0	0	-1	-1	
1424	1	B	12	0	0	1	0	0	0	0	0	-1	-1	
1425	1	A	5	1	1	0	1	0	1	233537	233537	2266	2266	0x6050ABD7 x1
1425	1	A	6	0	0	1	0	0	0	0	0	-1	-1	
1425	1	B	0	0	0	15	0	0	0	0	0	-1	-1	
1425	1	B	2	0	0	3	0	0	0	0	0	-1	-1	
1425	1	B	4	0	0	4	0	0	0	0	0	-1	-1	
1425	1	B	5	0	0	1	0	0	0	0	0	-1	-1	
1425	1	B	6	0	0	5	0	0	0	0	0	-1	-1	
1425	1	B	8	0	0	7	0	0	0	0	0	-1	-1	
1425	1	B	10	0	0	5	0	0	0	0	0	-1	-1	
1425	1	B	12	0	0	2	0	0	0	0	0	-1	-1	
1426	1	A	5	1	1	0	1	0	1	233537	233537	2266	2266	0x3327C7DA x1
1426	1	B	0	1	0	5	0	0	1	236271	236271	2293	2293	
1426	1	B	1	0	0	1	0	0	0	0	0	-1	-1	
1426	1	B	3	0	0	1	0	0	0	0	0	-1	-1	
1426	1	B	4	0	0	3	0	0	0	0	0	-1	-1	
1426	1	B	5	0	0	1	0	0	0	0	0	-1	-1	
1426	1	B	7	0	0	2	0	0	0	0	0	-1	-1	
1426	1	B	8	0	0	3	0	0	0	0	0	-1	-1	
1426	1	B	10	0	0	3	0	0	0	0	0	-1	-1	
1426	1	B	13	0	0	1	0	0	0	0	0	-1	-1	
1426	1	B	14	0	0	1	0	0	0	0	0	-1	-1	
1426	1	B	15	0	0	1	0	0	0	0	0	-1	-1	
1427	1	A	5	1	1	0	1	0	1	233537	233537	2266	2266	0xF2F9EB27 x1
1427	1	A	10	0	0	2	0	0	0	0	0	-1	-1	
1427	1	B	0	0	0	7	0	0	0	0	0	-1	-1	
