# lot C-ter volet 1 — CT.1.1 — film 01e1f945 (KOTH / catalyst) — 10239 lectures ti=13
# t_ms = ms depuis le premier paquet du film ; t_frame = frame du rejeu (origine 12588 ms, pas 100 ms), -1 hors axe ; film_index = -1 en mode A ; chaine = le record porteur chaine (1) ; bande = stricte (1) ou comblee (0)
slot	mode	tag	film_index	t_ms	t_frame	valeur_brute	valeur_lue	chaine	bande
1461	B	13	15	480387	4677	1	0	0	0
1461	B	15	31	480387	4677	1	0	0	0
1474	A	3	-1	480387	4677	8469698	0.96667	1	1
1472	A	4	-1	480404	4678	0	0x00000000	1	1
1387	B	9	30	480437	4678	2657747111	0x9E6A00A7	0	1
1473	A	4	-1	480487	4678	4294967295	0xFFFFFFFF	1	1
1474	A	3	-1	480487	4678	8388607	-0.00001	1	1
1471	B	10	8	480520	4679	0	0	0	1
1472	B	0	4	480571	4679	-	-	0	1
1445	B	3	30	480757	4681	-	-	0	0
1445	B	3	30	480757	4681	-	-	0	0
1474	A	3	-1	480787	4681	8471095	0.98334	1	1
1474	A	3	-1	480804	4682	8469698	0.96667	1	1
1474	A	3	-1	480820	4682	8468299	0.95000	1	1
1474	A	3	-1	480837	4682	8466901	0.93333	1	1
1474	A	3	-1	480854	4682	8465503	0.91667	1	1
1474	A	3	-1	480870	4682	8464105	0.90001	1	1
1474	A	3	-1	480887	4682	8462707	0.88334	1	1
1474	A	3	-1	480904	4683	8461309	0.86668	1	1
1474	A	3	-1	480920	4683	8459911	0.85001	1	1
1474	A	3	-1	480937	4683	8458513	0.83334	1	1
1474	A	3	-1	480954	4683	8457115	0.81668	1	1
1474	A	3	-1	480970	4683	8455717	0.80001	1	1
1474	A	3	-1	480987	4683	8454318	0.78333	1	1
1474	A	3	-1	481004	4684	8452920	0.76666	1	1
1474	A	3	-1	481020	4684	8451522	0.74999	1	1
1474	A	3	-1	481037	4684	8450125	0.73335	1	1
1385	B	10	22	481054	4684	0	0	0	1
1474	A	3	-1	481054	4684	8448726	0.71666	1	1
1474	A	3	-1	481071	4684	8447328	0.70000	1	1
1474	A	3	-1	481087	4684	8445930	0.68333	1	1
1474	A	3	-1	481104	4685	8444532	0.66666	1	1
1389	B	12	22	481121	4685	0	-1	0	1
1474	A	3	-1	481121	4685	8443134	0.65000	1	1
1474	A	3	-1	481137	4685	8441735	0.63333	1	1
1474	A	3	-1	481154	4685	8440338	0.61667	1	1
1474	A	3	-1	481171	4685	8438939	0.60001	1	1
1474	A	3	-1	481204	4686	8436143	0.56667	1	1
1474	A	3	-1	481221	4686	8434745	0.55001	1	1
1474	A	3	-1	481237	4686	8433347	0.53334	1	1
1474	A	3	-1	481255	4686	8431949	0.51668	1	1
1474	A	3	-1	481271	4686	8430551	0.50002	1	1
1474	A	3	-1	481287	4686	8429153	0.48335	1	1
1474	A	3	-1	481304	4687	8427755	0.46668	1	1
1474	A	3	-1	481321	4687	8426356	0.44999	1	1
1474	A	3	-1	481338	4687	8424958	0.43333	1	1
1474	A	3	-1	481354	4687	8423560	0.41666	1	1
1474	A	3	-1	481371	4687	8422162	0.39999	1	1
1474	A	3	-1	481388	4687	8420764	0.38333	1	1
1474	A	3	-1	481405	4688	8419366	0.36666	1	1
1474	A	3	-1	481422	4688	8417968	0.35000	1	1
1474	A	3	-1	481438	4688	8416570	0.33334	1	1
1409	B	0	29	481455	4688	-	-	0	0
1474	A	3	-1	481455	4688	8415172	0.31667	1	1
1474	A	3	-1	481471	4688	8413774	0.30000	1	1
1474	A	3	-1	481488	4689	8412375	0.28334	1	1
1474	A	3	-1	481505	4689	8410977	0.26667	1	1
1474	A	3	-1	481521	4689	8409579	0.25001	1	1
1474	A	3	-1	481537	4689	8408181	0.23334	1	1
1474	A	3	-1	481555	4689	8406783	0.21667	1	1
1474	A	3	-1	481571	4689	8405385	0.20001	1	1
1474	A	3	-1	481588	4690	8403987	0.18334	1	1
1474	A	3	-1	481604	4690	8402589	0.16668	1	1
1474	A	3	-1	481622	4690	8401191	0.15001	1	1
1474	A	3	-1	481638	4690	8399792	0.13332	1	1
1474	A	3	-1	481655	4690	8398395	0.11668	1	1
