ti	i	composant	niveau	statut	annonces	pct_records_ti	plancher_bruit	exces_sur_plancher	temoin_vide	temoin_inconnu	temoin_occupe
47	39	(hors grammaire)	-	hors_grammaire	22	0.27	23.0	1.0	428	466	198
47	40	(hors grammaire)	-	hors_grammaire	23	0.29	23.0	1.0	168	559	397
47	41	(hors grammaire)	-	hors_grammaire	7	0.09	23.0	0.3	271	402	245
47	42	(hors grammaire)	-	hors_grammaire	23	0.29	23.0	1.0	140	365	652
47	43	(hors grammaire)	-	hors_grammaire	29	0.36	23.0	1.3	222	367	244
47	44	(hors grammaire)	-	hors_grammaire	7	0.09	23.0	0.3	129	318	255
47	45	(hors grammaire)	-	hors_grammaire	25	0.31	23.0	1.1	1378	204	419
47	46	(hors grammaire)	-	hors_grammaire	9	0.11	23.0	0.4	116	267	251
47	47	(hors grammaire)	-	hors_grammaire	113	1.41	23.0	4.9	614	333	381
47	48	(hors grammaire)	-	hors_grammaire	37	0.46	23.0	1.6	330	502	350
47	49	(hors grammaire)	-	hors_grammaire	12	0.15	23.0	0.5	76	276	226
47	50	(hors grammaire)	-	hors_grammaire	31	0.39	23.0	1.3	148	244	272
47	51	(hors grammaire)	-	hors_grammaire	71	0.89	23.0	3.1	68	241	221
47	52	(hors grammaire)	-	hors_grammaire	52	0.65	23.0	2.3	273	496	242
47	53	(hors grammaire)	-	hors_grammaire	11	0.14	23.0	0.5	228	559	513
47	54	(hors grammaire)	-	hors_grammaire	8	0.10	23.0	0.3	102	332	1182
47	55	(hors grammaire)	-	hors_grammaire	30	0.37	23.0	1.3	111	866	472
47	56	(hors grammaire)	-	hors_grammaire	78	0.97	23.0	3.4	90	602	349
47	57	(hors grammaire)	-	hors_grammaire	56	0.70	23.0	2.4	89	680	1584
47	58	(hors grammaire)	-	hors_grammaire	15	0.19	23.0	0.7	237	539	463
47	59	(hors grammaire)	-	hors_grammaire	23	0.29	23.0	1.0	180	589	1661
47	60	(hors grammaire)	-	hors_grammaire	26	0.32	23.0	1.1	156	2352	385
47	61	(hors grammaire)	-	hors_grammaire	7	0.09	23.0	0.3	530	354	203
47	62	(hors grammaire)	-	hors_grammaire	12	0.15	23.0	0.5	123	300	232
47	63	(hors grammaire)	-	hors_grammaire	20	0.25	23.0	0.9	183	233	143
4	0	high-frequency	0	porte	32360	99.47	2.0	16180.0	454	1435	158100
4	1	(hors grammaire)	-	hors_grammaire	2	0.01	2.0	1.0	281	569	134758
4	2	(hors grammaire)	-	hors_grammaire	2	0.01	2.0	1.0	194	443	254
4	3	(hors grammaire)	-	hors_grammaire	1	0.00	2.0	0.5	121	405	239
4	4	(hors grammaire)	-	hors_grammaire	65	0.20	2.0	32.5	451	898	1881
4	5	(hors grammaire)	-	hors_grammaire	45	0.14	2.0	22.5	642	481	46843
4	6	(hors grammaire)	-	hors_grammaire	15	0.05	2.0	7.5	94	276	233
4	7	(hors grammaire)	-	hors_grammaire	2	0.01	2.0	1.0	102	443	129
4	8	(hors grammaire)	-	hors_grammaire	7	0.02	2.0	3.5	459	685	764
4	9	(hors grammaire)	-	hors_grammaire	2	0.01	2.0	1.0	266	570	1098
