film	xuid	avant_k	avant_d	avant_a	apres_k	apres_d	apres_a	feuille_k	feuille_d	feuille_a	bouge	avant_exact	apres_exact
a36c8bed	bid(2.0)	1	6	5	1	6	5	1	6	5	false	true	true
a396aa7f	2533274808317823	9	6	3	9	6	3	9	6	3	false	true	true
a396aa7f	2533274812810800	16	4	4	16	4	4	16	4	4	false	true	true
a396aa7f	2533274823110022	7	6	6	7	6	6	7	6	6	false	true	true
a396aa7f	2535407838858544	1	7	0	1	7	0	1	7	0	false	true	true
a396aa7f	2535426660075307	5	14	0	5	14	0	5	14	0	false	true	true
a396aa7f	2535434284105622	18	4	4	18	4	4	18	4	4	false	true	true
a396aa7f	2535439121767007	7	12	0	7	12	0	7	12	0	false	true	true
a396aa7f	2535464807896304	6	11	1	6	11	1	6	11	1	false	true	true
a4083bd2	2533274823110022	9	13	2	9	13	2	9	13	2	false	true	true
a4083bd2	2533274858283686	16	11	7	16	11	7	16	11	7	false	true	true
a4083bd2	2535414663827325	16	13	5	16	13	5	16	13	5	false	true	true
a4083bd2	2535420733751026	6	15	7	6	15	7	6	15	7	false	true	true
a4083bd2	2535441902414120	13	12	4	13	12	4	13	12	4	false	true	true
a4083bd2	2535446058073186	7	8	4	7	8	4	7	8	4	false	true	true
a4083bd2	2535469190789936	9	8	3	9	8	3	9	8	3	false	true	true
a4083bd2	2535469474986884	17	11	4	17	11	4	17	11	4	false	true	true
a6ae19fb	2533274794363089	14	7	3	14	7	3	14	7	3	false	true	true
a6ae19fb	2533274974148269	9	9	7	9	9	7	9	9	7	false	true	true
a6ae19fb	2533275001807081	6	9	4	6	9	4	6	9	4	false	true	true
a6ae19fb	2535409561713955	21	0	2	21	0	2	21	0	2	false	true	true
a6ae19fb	2535441618739258	10	16	3	10	16	3	10	16	3	false	true	true
a6ae19fb	2535441978832775	2	9	0	2	9	0	2	9	0	false	true	true
ac03413d	2533274792971806	12	9	5	12	9	5	12	9	5	false	true	true
ac03413d	2533274823110022	12	15	8	12	15	8	12	15	8	false	true	true
ac03413d	2533274858283686	20	12	7	20	12	7	20	12	7	false	true	true
ac03413d	2533274933045522	6	10	4	6	10	4	6	10	4	false	true	true
ac03413d	2535409840172441	9	15	3	9	15	3	9	15	3	false	true	true
ac03413d	2535419469533166	15	14	5	15	14	5	15	14	5	false	true	true
ac03413d	2535451265784310	12	12	6	12	12	6	12	12	6	false	true	true
ac03413d	2535469190789936	12	12	3	12	12	3	12	12	3	false	true	true
af3500aa	2533274812440531	18	10	7	18	10	7	18	10	7	false	true	true
af3500aa	2533274822500253	8	11	2	8	11	2	8	11	2	false	true	true
af3500aa	2533274823110022	8	8	9	8	8	9	8	8	9	false	true	true
af3500aa	2533274858283686	18	5	3	18	5	3	18	5	3	false	true	true
af3500aa	2533274953153087	6	11	3	6	11	3	6	11	3	false	true	true
af3500aa	2535436490069296	8	19	4	8	19	4	8	19	4	false	true	true
af3500aa	2535468917678413	7	7	3	7	7	3	7	7	3	false	true	true
af3500aa	2535469190789936	6	7	3	6	7	3	6	7	3	false	true	true
b0fe12b1	2533274822500253	10	12	4	10	12	4	10	12	4	false	true	true
b0fe12b1	2533274822831235	10	10	4	10	10	4	10	10	4	false	true	true
b0fe12b1	2533274823110022	15	6	4	15	6	4	15	6	4	false	true	true
b0fe12b1	2533274858283686	16	10	9	16	10	9	16	10	9	false	true	true
b0fe12b1	2535406036716329	15	12	3	15	12	3	15	12	3	false	true	true
b0fe12b1	2535419032147093	6	8	5	6	8	5	6	8	5	false	true	true
b0fe12b1	2535435675615586	0	13	7	0	13	7	0	13	7	false	true	true
b0fe12b1	2535469190789936	9	8	7	9	8	7	9	8	7	false	true	true
b1ad85eb	2533274811545884	18	7	1	18	7	1	18	7	1	false	true	true
b1ad85eb	2533274823110022	7	13	1	7	13	1	7	13	1	false	true	true
b1ad85eb	2533274858283686	10	13	4	10	13	4	10	13	4	false	true	true
b1ad85eb	2535411392090677	5	4	3	5	4	3	5	4	3	false	true	true
b1ad85eb	2535420543973092	13	12	9	13	12	9	13	12	9	false	true	true
b1ad85eb	2535448131958677	14	5	6	14	5	6	14	5	6	false	true	true
b1ad85eb	2535469190789936	7	14	3	7	14	3	7	14	3	false	true	true
b1ad85eb	bid(19.0)	1	6	3	1	6	3	1	6	3	false	true	true
b1f01a33	2533274792948063	10	11	3	10	11	3	10	11	3	false	true	true
b1f01a33	2533274801967217	17	13	3	17	13	3	17	13	3	false	true	true
b1f01a33	2533274814796349	5	8	6	5	8	6	5	8	6	false	true	true
b1f01a33	2533274823110022	11	12	6	11	12	6	11	12	6	false	true	true
b1f01a33	2533274858283686	17	16	2	17	16	2	17	16	2	false	true	true
b1f01a33	2533274923569796	9	15	3	9	15	3	9	15	3	false	true	true
b1f01a33	2533274950027781	17	12	6	17	12	6	17	12	6	false	true	true
b1f01a33	2533274963885748	11	8	1	11	8	1	11	8	1	false	true	true
b8a44fe8	2533274823110022	25	14	5	25	14	5	25	14	5	false	true	true
b8a44fe8	2533274858283686	12	9	4	12	9	4	12	9	4	false	true	true
b8a44fe8	2533274858911298	9	18	6	9	18	6	9	18	6	false	true	true
b8a44fe8	2533274897257135	9	18	5	9	18	5	9	18	5	false	true	true
b8a44fe8	2533275027826442	21	12	7	21	12	7	21	12	7	false	true	true
b8a44fe8	2535442462807197	17	13	5	17	13	5	17	13	5	false	true	true
b8a44fe8	2535455799302553	20	20	2	20	20	2	20	20	2	false	true	true
b8a44fe8	2535469190789936	11	20	10	11	20	10	11	20	10	false	true	true
bc60b4d9	2533274823110022	10	11	2	10	11	2	10	11	2	false	true	true
bc60b4d9	2533274858283686	11	10	8	11	10	8	11	10	8	false	true	true
bc60b4d9	2533274897645479	13	9	1	13	9	1	13	9	1	false	true	true
bc60b4d9	2533274924336100	5	12	6	5	12	6	5	12	6	false	true	true
bc60b4d9	2533274943116584	9	10	4	9	10	4	9	10	4	false	true	true
bc60b4d9	2535458465148583	11	10	4	11	10	4	11	10	4	false	true	true
bc60b4d9	2535469190789936	9	11	7	9	11	7	9	11	7	false	true	true
bc60b4d9	2654577101798078	13	8	3	13	8	3	13	8	3	false	true	true
bf2a9f05	2533274823110022	9	12	1	9	12	1	9	12	1	false	true	true
bf2a9f05	2533274903615304	19	7	56	19	7	1	19	7	1	true	false	true
bf2a9f05	2533274914699663	9	15	6	9	15	6	9	15	6	false	true	true
bf2a9f05	2535424931886048	13	13	4	13	13	4	13	13	4	false	true	true
bf2a9f05	2535450622963361	1	5	0	1	5	0	1	5	0	false	true	true
bf2a9f05	2535461480858080	19	15	0	19	15	0	19	15	0	false	true	true
bf2a9f05	2535463488157207	22	13	2	22	13	2	22	13	2	false	true	true
bf2a9f05	2535467180677603	1	7	0	1	7	0	1	7	0	false	true	true
bf5ced1b	2533274823110022	0	4	3	0	4	3	0	4	3	false	true	true
bf5ced1b	2535412865870758	3	2	2	3	2	2	3	2	2	false	true	true
bf5ced1b	2535415855124749	2	4	0	2	4	0	2	4	0	false	true	true
bf5ced1b	2535434888128184	8	0	1	8	0	1	8	0	1	false	true	true
bf5ced1b	2535459651975585	2	4	4	2	4	4	2	4	4	false	true	true
bf5ced1b	2535472614974408	5	2	1	5	2	1	5	2	1	false	true	true
bfcd1175	2533274817589555	13	18	6	13	18	6	13	18	6	false	true	true
bfcd1175	2533274823110022	13	9	3	13	9	3	13	9	3	false	true	true
bfcd1175	2533274888623391	8	9	1	8	9	1	8	9	1	false	true	true
bfcd1175	2533274906880039	8	16	6	8	16	6	8	16	6	false	true	true
bfcd1175	2535445063215007	12	11	2	12	11	2	12	11	2	false	true	true
bfcd1175	2535446257398602	14	6	3	14	6	3	14	6	3	false	true	true
bfcd1175	2535470975082210	7	12	2	7	12	2	7	12	2	false	true	true
bfecd02b	2533274801148251	10	5	4	10	5	4	10	5	4	false	true	true
bfecd02b	2533274822500253	16	6	4	16	6	4	16	6	4	false	true	true
bfecd02b	2533274823110022	6	10	5	6	10	5	6	10	5	false	true	true
bfecd02b	2533274858283686	14	11	7	14	11	7	14	11	7	false	true	true
bfecd02b	2533274975255322	7	17	3	7	17	3	7	17	3	false	true	true
bfecd02b	2535406167016809	13	8	10	13	8	10	13	8	10	false	true	true
bfecd02b	2535415609515433	11	15	10	11	15	10	11	15	10	false	true	true
bfecd02b	2535469190789936	7	12	1	7	12	1	7	12	1	false	true	true
c7f94693	2533274815544407	9	11	1	9	11	1	9	11	1	false	true	true
c7f94693	2533274828584284	16	6	2	16	6	2	16	6	2	false	true	true
c7f94693	2533274847440680	8	14	5	8	14	5	8	14	5	false	true	true
c7f94693	2535420314687802	13	12	5	13	12	5	13	12	5	false	true	true
c7f94693	2535423856114297	10	14	1	10	14	1	10	14	1	false	true	true
c7f94693	2535444259940029	9	12	6	9	12	6	9	12	6	false	true	true
c7f94693	2535462933322125	11	5	6	11	5	6	11	5	6	false	true	true
c88ec007	2533274829178871	19	19	13	19	19	13	19	19	13	false	true	true
c88ec007	2533274905192939	15	18	6	15	18	6	15	18	6	false	true	true
c88ec007	2533274969641599	16	14	9	16	14	9	16	14	9	false	true	true
c88ec007	2535431078857502	18	17	5	18	17	5	18	17	5	false	true	true
c88ec007	2535443294909616	14	13	6	14	13	6	14	13	6	false	true	true
c88ec007	2535448682342105	22	10	11	22	10	11	22	10	11	false	true	true
c88ec007	2535462296193152	15	17	8	15	17	8	15	17	8	false	true	true
c88ec007	2535469190789936	7	18	13	7	18	13	7	18	13	false	true	true
cde26226	2533274817658307	14	15	7	14	15	7	14	15	7	false	true	true
cde26226	2533274818074729	10	19	12	10	19	12	10	19	12	false	true	true
cde26226	2533274823110022	21	23	6	21	23	6	21	23	6	false	true	true
cde26226	2533274849050722	22	24	8	22	24	8	22	24	8	false	true	true
cde26226	2533274858283686	26	21	15	26	21	15	26	21	15	false	true	true
cde26226	2535415492484355	24	14	10	24	14	10	24	14	10	false	true	true
cde26226	2535468122262494	28	22	3	28	22	3	28	22	3	false	true	true
cde26226	2535469190789936	18	25	7	18	25	7	18	25	7	false	true	true
d1dfbc02	2533274803918869	11	15	6	11	15	6	11	15	6	false	true	true
d1dfbc02	2533274808317823	15	13	1	15	13	1	15	13	1	false	true	true
d1dfbc02	2533274823110022	17	9	3	17	9	3	17	9	3	false	true	true
d1dfbc02	2533274859043518	10	10	6	10	10	6	10	10	6	false	true	true
d1dfbc02	2533274907297957	6	14	1	6	14	1	6	14	1	false	true	true
d1dfbc02	2535429149891636	16	8	4	16	8	4	16	8	4	false	true	true
d1dfbc02	2535438311911775	13	14	3	13	14	3	13	14	3	false	true	true
d8b13ec2	2533274823110022	14	9	5	14	9	5	14	9	5	false	true	true
d8b13ec2	2533274858283686	17	11	5	17	11	5	17	11	5	false	true	true
d8b13ec2	2533274873595385	13	18	7	13	18	7	13	18	7	false	true	true
d8b13ec2	2533274974148269	13	14	5	13	14	5	13	14	5	false	true	true
d8b13ec2	2533275001807081	11	7	4	11	7	4	11	7	4	false	true	true
d8b13ec2	2535413036598415	10	11	10	10	11	10	10	11	10	false	true	true
d8b13ec2	2535434888128184	11	18	7	11	18	7	11	18	7	false	true	true
d8b13ec2	2535469190789936	8	9	2	8	9	2	8	9	2	false	true	true
d9781168	2533274823110022	18	19	11	18	19	11	18	19	11	false	true	true
d9781168	2533274974091007	13	21	4	13	21	4	13	21	4	false	true	true
d9781168	2533274977810162	23	13	6	23	13	6	23	13	6	false	true	true
d9781168	2535432478853823	5	23	15	5	23	15	5	23	15	false	true	true
d9781168	2535435655459376	24	14	5	24	14	5	24	14	5	false	true	true
d9781168	2535446563676950	25	19	10	25	19	10	25	19	10	false	true	true
d9781168	2535455182553276	15	16	13	15	16	13	15	16	13	false	true	true
d9781168	2535463284150067	19	19	6	19	19	6	19	19	6	false	true	true
daaa17d6	2533274823110022	9	10	6	9	10	6	9	10	6	false	true	true
daaa17d6	2533274828086739	12	13	5	12	13	5	12	13	5	false	true	true
daaa17d6	2533274858283686	15	13	6	15	13	6	15	13	6	false	true	true
daaa17d6	2533274885136082	12	13	10	12	13	10	12	13	10	false	true	true
daaa17d6	2533274935348402	17	8	2	17	8	2	17	8	2	false	true	true
daaa17d6	2533274943116584	13	13	6	13	13	6	13	13	6	false	true	true
daaa17d6	2535444391832260	9	12	2	9	12	2	9	12	2	false	true	true
daaa17d6	2535469190789936	9	14	2	9	14	2	9	14	2	false	true	true
e1259a69	2533274800074958	6	13	2	6	13	2	6	13	2	false	true	true
e1259a69	2533274823110022	6	7	5	6	7	5	6	7	5	false	true	true
e1259a69	2533274858283686	17	9	6	17	9	6	17	9	6	false	true	true
e1259a69	2533274976029080	11	10	5	11	10	5	11	10	5	false	true	true
e1259a69	2535432352095053	4	17	3	4	17	3	4	17	3	false	true	true
e1259a69	2535459651975585	10	5	9	10	5	9	10	5	9	false	true	true
e1259a69	2535467829414497	9	10	3	9	10	3	9	10	3	false	true	true
e1259a69	2535469190789936	17	9	8	17	9	8	17	9	8	false	true	true
e60aaf06	2533274822170595	15	10	0	15	10	0	15	10	0	false	true	true
e60aaf06	2533274823110022	6	11	7	6	11	7	6	11	7	false	true	true
e60aaf06	2533274833178266	0	9	4	0	9	4	0	9	4	false	true	true
e60aaf06	2533274858283686	17	9	3	17	9	3	17	9	3	false	true	true
e60aaf06	2533274885014051	8	8	6	8	8	6	8	8	6	false	true	true
e60aaf06	2533274959313934	6	7	8	6	7	8	6	7	8	false	true	true
e60aaf06	2535464745227259	11	7	1	11	7	1	11	7	1	false	true	true
e60aaf06	2535469190789936	9	11	4	9	11	4	9	11	4	false	true	true
e85d7bad	2533274822500253	15	8	5	15	8	5	15	8	5	false	true	true
e85d7bad	2533274823110022	12	12	4	12	12	4	12	12	4	false	true	true
e85d7bad	2533274858283686	10	13	6	10	13	6	10	13	6	false	true	true
e85d7bad	2533275005661134	11	9	9	11	9	9	11	9	9	false	true	true
e85d7bad	2535442462807197	7	10	5	7	10	5	7	10	5	false	true	true
e85d7bad	2535448025168317	3	10	5	3	10	5	3	10	5	false	true	true
e85d7bad	2535468917678413	17	8	6	17	8	6	17	8	6	false	true	true
e85d7bad	2535469190789936	9	11	4	9	11	4	9	11	4	false	true	true
efe716b4	2533274800074958	5	12	7	5	12	7	5	12	7	false	true	true
efe716b4	2533274823110022	11	12	3	11	12	3	11	12	3	false	true	true
efe716b4	2533274858283686	19	12	7	19	12	7	19	12	7	false	true	true
efe716b4	2533274976029080	16	11	3	16	11	3	16	11	3	false	true	true
efe716b4	2535432352095053	7	21	5	7	21	5	7	21	5	false	true	true
efe716b4	2535443874154080	13	6	2	13	6	2	13	6	2	false	true	true
efe716b4	2535459651975585	8	9	6	8	9	6	8	9	6	false	true	true
efe716b4	2535469190789936	12	9	3	12	9	3	12	9	3	false	true	true
f0220a96	2533274823110022	11	11	4	11	11	4	11	11	4	false	true	true
f0220a96	2533274858283686	24	8	5	24	8	5	24	8	5	false	true	true
f0220a96	2533274975255322	8	11	4	8	11	4	8	11	4	false	true	true
f0220a96	2533274975721700	13	7	1	13	7	1	13	7	1	false	true	true
f0220a96	2535440069338941	9	12	3	9	12	3	9	12	3	false	true	true
f0220a96	2535453314295874	7	10	6	7	10	6	7	10	6	false	true	true
f0220a96	2535469190789936	8	9	9	8	9	9	8	9	9	false	true	true
f0220a96	2535472911844589	7	14	2	7	14	2	7	14	2	false	true	true
f2966f08	2533274823110022	8	12	7	8	12	7	8	12	7	false	true	true
f2966f08	2533274841478110	20	11	3	20	11	3	20	11	3	false	true	true
f2966f08	2533274858283686	18	16	9	18	16	9	18	16	9	false	true	true
f2966f08	2533274875611960	9	11	3	9	11	3	9	11	3	false	true	true
f2966f08	2535412182019936	9	14	3	9	14	3	9	14	3	false	true	true
f2966f08	2535427924595944	11	9	5	11	9	5	11	9	5	false	true	true
f8efc5ca	2533274804730586	7	10	6	7	10	6	7	10	6	false	true	true
f8efc5ca	2533274811578968	10	9	5	10	9	5	10	9	5	false	true	true
f8efc5ca	2533274823110022	12	11	4	12	11	4	12	11	4	false	true	true
f8efc5ca	2533274833178266	4	11	1	4	11	1	4	11	1	false	true	true
f8efc5ca	2533274858283686	14	12	8	14	12	8	14	12	8	false	true	true
f8efc5ca	2535458336606528	17	8	3	17	8	3	17	8	3	false	true	true
f8efc5ca	2535467632752562	10	10	2	10	10	2	10	10	2	false	true	true
f8efc5ca	2535469190789936	7	12	8	7	12	8	7	12	8	false	true	true
faff9935	2533274823110022	9	12	3	9	12	3	9	12	3	false	true	true
faff9935	2533274823647240	7	10	6	7	10	6	7	10	6	false	true	true
faff9935	2533274858283686	22	16	6	22	16	6	22	16	6	false	true	true
faff9935	2535405121846943	18	15	12	18	15	12	18	15	12	false	true	true
faff9935	2535444189950854	6	7	3	6	7	3	6	7	3	false	true	true
faff9935	2535459862414160	10	14	7	10	14	7	10	14	7	false	true	true
faff9935	2535469190789936	9	12	7	9	12	7	9	12	7	false	true	true
faff9935	2756444236226817	13	8	7	13	8	7	13	8	7	false	true	true
fb1a1a72	2533274795950878	19	19	2	19	19	2	19	19	2	false	true	true
fb1a1a72	2533274823110022	18	17	8	18	17	8	18	17	8	false	true	true
fb1a1a72	2535408981717353	9	19	5	9	19	5	9	19	5	false	true	true
fb1a1a72	2535417580715145	16	17	4	16	17	4	16	17	4	false	true	true
fb1a1a72	2535425179403277	16	17	9	16	17	9	16	17	9	false	true	true
fb1a1a72	2535450323793545	14	19	5	14	19	5	14	19	5	false	true	true
fb1a1a72	2535469190789936	24	15	3	24	15	3	24	15	3	false	true	true
fb1a1a72	2535473461033821	24	18	11	24	18	11	24	18	11	false	true	true
fccc61cd	2533274823110022	13	13	3	13	13	3	13	13	3	false	true	true
fccc61cd	2533274858283686	15	16	1	15	16	1	15	16	1	false	true	true
fccc61cd	2533274919241705	15	12	0	15	12	0	15	12	0	false	true	true
fccc61cd	2535410192448577	14	15	4	14	15	4	14	15	4	false	true	true
fccc61cd	2535430795061303	16	16	5	16	16	5	16	16	5	false	true	true
fccc61cd	2535435837932163	11	10	2	11	10	2	11	10	2	false	true	true
fccc61cd	2535463180786039	7	9	0	7	9	0	7	9	0	false	true	true
