match_id	xuid	gamertag	team_id	outcome	rank	score	kills	deaths	assists	shots_fired	shots_hit	damage_dealt	damage_taken	created_at	avg_life_seconds	headshot_kills	max_killing_spree	kda	accuracy	time_played_seconds	grenade_kills	melee_kills	power_weapon_kills	personal_score	team_mmr	kills_expected	kills_stddev	deaths_expected	deaths_stddev	enemy_mmr	backfill_bits	present_at_beginning	present_at_completion	joined_in_progress	left_in_progress	first_joined_time	last_leave_time	assassination_kills	ground_pound_kills	shoulder_bash_kills
06dfe6d9-c522-4bd0-89bf-b6a6f9de7384	2535451079753505		1	2	1	860	5	12	1	532	105	1964.0	3103.0	2026-02-14 18:31:24.076259	48.0	0	1	-6.66	19.73	795	1	1	1	860							523744	true	true	false	false	2025-07-07 17:16:45.978+02		0	0	0
06dfe6d9-c522-4bd0-89bf-b6a6f9de7384	2535459845684094		1	2	4	325	2	11	1	220	34	2291.0	3340.0	2026-02-14 18:31:24.076259	52.0	1	2	-8.66	15.45	795	0	0	1	325							523744	true	true	false	false	2025-07-07 17:16:45.978+02		0	0	0
06dfe6d9-c522-4bd0-89bf-b6a6f9de7384	2535464268265027		1	2	4	725	7	10	4	838	88	2207.0	2409.0	2026-02-14 18:31:24.076259	58.0	1	2	-1.66	10.5	795	0	1	3	725							523744	true	true	false	false	2025-07-07 17:16:45.979+02		0	0	0
06dfe6d9-c522-4bd0-89bf-b6a6f9de7384	2535468486844653		1	2	4	200	1	13	2	317	62	545.0	3705.0	2026-02-14 18:31:24.076259	43.0	0	1	-11.33	19.55	795	0	0	0	200							523744	true	true	false	false	2025-07-07 17:16:45.977+02		0	0	0
0a247154-c9f8-462a-b363-794e1a3ee6b1	2533274858283686		0	2	3	2475	16	22	15	318	148	6779.0	6571.0	2026-02-14 18:31:24.076259	24.0	12	4	-1.0	46.54	786	1	3	0	2475	1140.2257	20.610155	5.5605125	20.270273	5.1995797	1131.3915	524271	true	true	false	false	2024-10-14 21:11:48.159+02		0	0	0
0a247154-c9f8-462a-b363-794e1a3ee6b1	2535406399121492		0	2	1	3400	23	21	9	246	135	6206.0	6274.0	2026-02-14 18:31:24.076259	24.0	18	5	5.0	54.87	786	0	2	0	3400							523744	true	true	false	false	2024-10-14 21:11:48.167+02		0	0	0
0a247154-c9f8-462a-b363-794e1a3ee6b1	2535455023454167		0	2	3	3395	24	15	13	300	154	6952.0	6969.0	2026-02-14 18:31:24.076259	40.0	12	6	13.33	51.33	786	2	4	0	3395							523744	true	true	false	false	2024-10-14 21:11:48.167+02		0	0	0
0a247154-c9f8-462a-b363-794e1a3ee6b1	2535470442430325		0	2	1	2685	18	20	9	171	85	5036.0	6912.0	2026-02-14 18:31:24.076259	28.0	12	4	1.0	49.7	786	1	4	0	2685							523744	true	true	false	false	2024-10-14 21:11:48.166+02		0	0	0
0a247154-c9f8-462a-b363-794e1a3ee6b1	2533274846684310		1	3	5	2450	18	21	5	286	124	5626.0	5911.0	2026-02-14 18:31:24.076259	25.0	10	3	-1.33	43.35	786	1	2	0	2450							523744	true	true	false	false	2024-10-14 21:11:48.167+02		0	0	0
0a247154-c9f8-462a-b363-794e1a3ee6b1	2533274870240621		1	3	5	2635	17	20	13	325	145	5691.0	5690.0	2026-02-14 18:31:24.076259	27.0	12	4	1.33	44.61	786	0	2	0	2635							523744	true	true	false	false	2024-10-14 21:11:48.167+02		0	0	0
0a247154-c9f8-462a-b363-794e1a3ee6b1	2533274969598328		1	3	5	3150	21	20	16	418	216	8690.0	7303.0	2026-02-14 18:31:24.076259	26.0	10	3	6.33	51.67	786	3	2	0	3150							523744	true	true	false	false	2024-10-14 21:11:48.167+02		0	0	0
0a247154-c9f8-462a-b363-794e1a3ee6b1	2535420289574892		1	3	5	3485	22	20	14	296	134	5993.0	6249.0	2026-02-14 18:31:24.076259	28.0	8	3	6.66	45.27	786	0	6	0	3485							523744	true	true	false	false	2024-10-14 21:11:48.167+02		0	0	0
24dbb67d-a7d8-4359-b319-bdf13959178d	2533274815819321		0	2	4	1440	9	10	4	112	50	3036.0	3078.0	2026-02-14 18:31:21.730902	30.0	6	4	0.33	44.64	489	0	2	0	1440							523744	true	true	false	false	2025-11-06 21:32:27.03+01		0	0	0
24dbb67d-a7d8-4359-b319-bdf13959178d	2533274822068549		0	2	1	2045	7	11	12	148	62	3226.0	3487.0	2026-02-14 18:31:21.730902	33.0	3	3	0.0	41.89	489	1	3	0	2045							523744	true	true	false	false	2025-11-06 21:32:27.03+01		0	0	0
24dbb67d-a7d8-4359-b319-bdf13959178d	2535425305181079		0	2	2	2290	15	12	4	126	75	4364.0	3938.0	2026-02-14 18:31:21.730902	27.0	4	3	4.33	59.52	489	0	9	0	2290							523744	true	true	false	false	2025-11-06 21:32:27.03+01		0	0	0
24dbb67d-a7d8-4359-b319-bdf13959178d	2535463185952034		0	2	3	2025	14	10	6	128	70	3285.0	3538.0	2026-02-14 18:31:21.730902	34.0	7	4	6.0	54.68	489	1	2	0	2025							523744	true	true	false	false	2025-11-06 21:32:27.016+01		0	0	0
24dbb67d-a7d8-4359-b319-bdf13959178d	2533274823110022		1	3	5	1495	5	12	5	106	54	2529.0	3174.0	2026-02-14 18:31:21.730902	27.0	3	1	-5.33	50.94	489	0	2	0	1495	857.3049	8.685816	4.4962077	13.497787	4.173136	872.3344	524271	true	true	false	false	2025-11-06 21:32:27.03+01		0	0	0
24dbb67d-a7d8-4359-b319-bdf13959178d	2533274858283686		1	3	7	2360	20	11	3	187	107	5487.0	3847.0	2026-02-14 18:31:21.730902	30.0	10	6	10.0	57.21	489	1	7	0	2360	857.3049	16.425917	4.3802867	11.055427	4.2289724	872.3344	524271	true	true	false	false	2025-11-06 21:32:27.03+01		0	0	0
24dbb67d-a7d8-4359-b319-bdf13959178d	2535463284114517		1	3	8	1020	10	12	0	77	37	2153.0	3691.0	2026-02-14 18:31:21.730902	25.0	5	5	-2.0	48.05	489	1	3	0	1020							523744	true	true	false	false	2025-11-06 21:32:27.03+01		0	0	0
24dbb67d-a7d8-4359-b319-bdf13959178d	2535469190789936		1	3	6	1395	8	10	5	116	53	3348.0	3365.0	2026-02-14 18:31:21.730902	34.0	3	3	-0.33	45.68	489	0	2	0	1395	857.3049	10.235871	4.44771	13.034447	4.18005	872.3344	524271	true	true	false	false	2025-11-06 21:32:27.03+01		0	0	0
